first_name,last_name,director_id
 Laura,Obiols,d14593
Sören,Hüper,d8641
 Christian,Prettin,d15869
Leonard,Ho,d8164
Maíra,Bühler,d2664
 Matias,Mariani,d12376
Soumik,Sen,d17930
Edward A.,Burger,d2518
Woon-hak,Baek,d903
Prashant,Nair,d14036
Matthew,Wolfe,d21439
James,Moore,d13603
 William,Spicer,d18862
Hao,Sun,d19314
Nick,Robertson,d16673
Michael,Haertlein,d7397
 Jonathan,Yi,d21694
Sanna,Lenken,d11264
Linda-Maria,Birbeck,d1756
Beata,Gårdeler,d7350
Daniel di,Grado,d6953
Amanda,Adolfsson,d108
Viktor,Johansson,d9122
John,Olsson,d14738
 Walter,Söderlund,d19446
Peter,Modestij,d13457
Måns,Månsson,d13984
Hilmar,Oddsson,d14608
Kristín,Jóhannesdóttir,d9395
Oddvar,Einarson,d5149
Andrew,Huculiak,d8469
Alessandro,Baricco,d1117
Oded,Davidoff,d4311
Arild,Andresen,d457
Bo,Hermansson,d7983
Margreth,Olin,d14694
Gunnar,Vikene,d20543
Henrik Martin,Dahlsbakken,d4200
Jesper W.,Nielsen,d14314
Bent,Christensen,d3353
Jonas,Wolcher,d21425
Kasper,Juhl,d9355
Morten,Arnfred,d628
 Henning,Kristiansen,d10477
Katrin,Ottarsdóttir,d14849
Martin,Jern,d9071
Ross,Partridge,d15129
N/A,Rintaro,d16573
Akio,Jissôji,d9101
 Atsushi,Kaneko,d9496
 Hisayasu,Satô,d17467
 Suguru,Takeuchi,d19508
D. Jud,Jones,d9212
 Risto,Topaloski,d19969
Devin,Dehaven,d4436
Dan,Kwan,d10641
 Daniel,Scheinert,d17583
Il-Hyeong,Lee,d11117
Emily,Ting,d19889
 A.V.,Bramble,d2193
Roberto,Berliner,d1570
Robert,Scott,d17823
Mitra,Farahani,d5447
 George,Eastman,d5072
Raffaele,Donato,d4759
 Joe,D'Amato,d4168
Shakun,Batra,d1261
Daniela,Goggi,d6729
David,Farr,d5471
Dirk de,Villiers,d20570
Keith,Allan,d265
Wilson,Coneybeare,d3698
James,Balsamo,d1028
David H.,Brooks,d2349
Miguel,Martí,d12539
Joe,Stephenson,d19050
Joseph,Ariola,d598
Philip,Casson,d2987
Zbynek,Brynych,d2461
José Pedro,Goulart,d6915
John,Polonia,d15706
 Mark,Polonia,d15705
Chris W.,Mitchell,d13394
Ray C.,Smallwood,d18581
Rob,Burnett,d2544
Alain,Robak,d16630
Eckhart,Schmidt,d17650
 Xavier,Lee(co-director),d11178
Ignas,Jonynas,d9252
Jon,Spira,d18885
Aaron Douglas,Johnston,d9181
 Sam de,Jong,d9240
John,Baxter,d1295
Hans Christian,Berger,d1526
 Jorma,Taccone,d19465
Cédric,Anger,d488
David,Kerr,d9844
Donna,Robinson,d16690
Pietro,Marcello,d12328
Andrea,Marini,d12385
Paul,Goodwin,d6842
Lisandra,Rivera,d16611
 Manolo,Sarmiento,d17430
Edward,Evers-Swindell,d5376
Holly De,Ruyter,d17118
Justin Thomas,Ostensen,d14836
Richard Curson,Smith,d18653
Aaron,Kaufman,d9651
Robert,Lovy,d11778
 Steven,Lovy,d11777
Eros,Puglielli,d15952
Robert,Erickson,d5289
Haofeng,Xu,d21593
Josh,Kriegman,d10466
 Elyse,Steinberg,d19008
Christopher,Roosevelt,d16852
Mark Elijah,Rosenberg,d16888
Yael,Melamede,d13017
Francesco,Cinquemani,d3430
P.J.,Pettiette,d15436
N/A,Orelsan,d14780
James D.,Solomon,d18751
Sean,Nalaboff,d14066
Bryce,Olson,d14732
Joerg,Steineck,d19016
Chin-Lin,Chiang,d3268
Do-yun,Lee,d11103
Michel,Khleifi,d9917
 Eyal,Sivan,d18491
Geoffrey,Reeve,d16326
M. David,Melvin,d13043
Eddie,Mullins,d13844
Vlatka,Vorkapic,d20660
 Rob,Bakewell,d972
Linda,Wendel,d21072
Jeremy,Benson,d1491
Hèctor Hernández,Vicens,d20507
A. Todd,Smith,d18616
George More,O'Ferrall,d14549
Mikel,Rueda,d17055
Frank,Gladstone,d6641
Eva,Husson,d8590
Daniel,Zirilli,d21982
Nikolaj,Steen,d18986
Quincy Jones,III,d8652
Peter,Manus,d12310
Franklin,Adreon,d110
Mauricio,Chernovetzky,d3244
 Mark,Devendorf,d4574
Steve,Yu,d21784
Damian,Klaus,d10138
Joaquim,Pinto,d15586
Ka Wing,Lee,d11136
Joshua,Caldwell,d2727
Borja,Soler(co-director),d18737
 Rodrigo,Sorogoyen(co-director),d18795
Arvin,Chen,d3213
Hobart,Henley,d7936
Michael,Selditch,d17899
Yilmaz,Arslan,d660
Shashant,Shah,d18008
Snjezana,Tribuson,d20073
Britta,Sjogren,d18503
Melanie,Aitkenhead,d163
Sean,Bardin(co-director),d1108
 Robert,Cooley(co-director),d3771
Eric,Dionysius,d4678
 Eric,Mistler,d13386
 Slavko,Vorkapich,d20661
Wilson,Chin,d3285
 Shu-Kai,Chung,d3395
Joe,Begos,d1382
Siu-Hung,Leung,d11360
Joseph,Novoa,d14459
Jason,Benjamin,d1464
Maya,Newell,d14232
Kei,Morikawa,d13684
Michael,Grandage,d6979
Marco Antonio,Cury,d4135
Roberto,Girault,d6621
Francisco Ramalho,Jr.,d9312
Rosane,Svartman,d19366
Raam,Reddy,d16294
 Ian,Dalrymple,d4220
Genji,Nakamura,d14055
Pat,Williams,d21269
Archibald,Flancranstin,d5751
Ribhu,Dasgupta,d4288
Larry,Savadove,d17494
Aatish,Kapadia,d9519
Vinay,Shukla,d18271
Ashim,Ahluwalia,d145
Amole,Gupte,d7312
Mandeep,Kumar,d10565
Dirk,Simon,d18393
Jan,Prusinovský,d15928
Greg,Kohs,d10258
Ron,Joy,d9289
Beth,Harrington,d7648
Danny,Roew,d16777
Scott,Heming,d7918
 Cathy,Malkasian,d12187
Rachel,Tunnard,d20186
Ray,Karwel,d9587
Frank,Harper,d7641
Antony,Balch,d993
Johnny,Legend,d11194
 Jeff,Vilencia,d20551
Jeta,Amata,d340
 Jake,Paltrow,d14967
Matt,D'Avella,d4175
Alex,Berry,d1610
Christopher,Kublan,d10518
Nick,Wernham,d21089
 Ben,Timlett(co-director),d19882
Buddy,Cooper,d3780
 John,Douglass(co-director),d4851
Italo,Zingarelli,d21978
Charles,Maxwell,d12681
James,Schamus,d17565
Nick,Szostakiwskyj,d19429
Jung,Huh,d8507
Sian,Heder,d7836
Sergio,Rubini,d17039
Vincenzo,Marra,d12432
William,Boyd,d2148
Cosima,Spender,d18854
 Eric,Lange,d10841
Ali F.,Mostafa,d13770
Sharon,Kon,d10290
Tim,Mahoney,d12112
Jin-sung,Choi,d3310
Anucha,Boonyawatana,d2023
Kate,Robbins,d16639
Jae-Young,Shin,d18207
Alan,Barillaro,d1118
Mary,Dore,d4807
Johanna,Schwartz,d17755
Tommy,Haines,d7435
Pamela,Romanowsky,d16820
Kathleen,Behun,d1388
Léonide,Moguy,d13466
William A.,O'Connor,d14541
Derwin,Abrahams,d35
John,Roecker,d16766
Jake L.,Reid,d16358
Filip,Maciejewicz,d12032
Keng Guan,Chiu,d3296
Ligy J.,Pullappally,d15962
Harish,Saluja,d17298
Eric,Saperston,d17399
O.H.,Krill,d10468
 Mark,Henn,d7940
Kôji,Fukada,d6119
Peter,Middleton,d13202
 James,Spinney,d18881
Lee,Savage,d17498
Ward,Kimball,d10024
Jeffrey G.,Hunt,d8555
Thorsten,Schütte,d17790
Heber,Cannon,d2804
 Marston,Sawyers,d17520
 Ian,Wittenber,d21409
Michael,Parkhurst,d15102
B.S.,Johnson,d9142
Michael,Bakewell,d973
Hiroki,Yamaguchi,d21615
Philippe,Lesage,d11330
Tobias,Nölle,d14509
Jonathan,Williams,d21264
Jamie,Marshall,d12457
Jean Pierre,Lefebvre,d11186
Grigorij,Richters,d16520
Martin,Prakkat,d15839
 Hilton,Lacerda,d10707
Christine,Swanson,d19388
Josef,Mach,d12023
Paul,Todisco,d19924
Braden,King,d10040
Andrew,Renzi,d16419
Chris,Majors,d12133
José María,Zabalza,d21821
Justin Paul,Miller,d13286
Steffi,Kammerer,d9477
Emil,Loteanu,d11746
Marina,Person,d15385
Ashwiny Iyer,Tiwari,d19906
Mitch,Dickman,d4635
Torsten,Hoffmann(co-director),d8216
 Michael,Watchulonis(co-director),d20895
Alex,Fegan,d5521
Cecil M.,Hepworth,d7965
 Percy,Stow,d19183
Pedro,Serrazina,d17969
Lucas,Lowe,d11784
Eric,Stange,d18947
Thomas,Wirthensohn,d21377
Thomas,Bohn,d1944
Gary,Davis,d4334
 Francine,Watson,d20911
David,Deschamps,d4551
 Leslie D.,Farrell,d5475
 Bennett,Singer,d18437
Anna,Zielinski,d21959
Daisuke,Miura,d13425
Oscar,Sharp,d18070
Jarrett Lee,Conaway,d3690
Paul,Borghese,d2048
Selim,Evci,d5371
Joseph,Mazzello,d12723
Jack,Bravman,d2230
JT,Mollner,d13502
Qaushiq,Mukherjee,d13824
Eric,Petey,d15411
Oh-Kwang,Kwon,d10658
Omar,Mullick,d13839
 Bassam,Tariq,d19585
Evgeny,Ruman,d17072
Kelsy,Abbott,d19
 Paul,Bartunek,d1226
 Casey,Donahue,d4753
 Fatal,Farm,d5463
 Tom,Kauffman,d9647
 Michael,McCafferty,d12743
 Nick,Mundy,d13859
 Dan,Murrell,d13935
 Ryan,Ridley,d16533
 J.D.,Ryznar,d17148
 Joshua,Sasson,d17451
 David,Seger,d17865
 Eric,Appel,d539
 James,Atkinson,d750
 Todd,Bishop,d1778
 Stephen,Cedars,d3045
 David,Codeglia,d3557
 Robert,Copperfield,d3795
 Kate,Freund,d6039
 Matthew,Freund,d6040
 Hank,Friedmann,d6071
 Clint,Gage,d6199
 Adam,Ganzer,d6280
 Ariel,Gardner,d6317
 Tais,Ghelli,d6498
 Shane,Houghton,d8380
 Paul,Isakson,d8772
 Mike,Karnell,d9576
 Alex,Kavutskiy,d9677
 Benji,Kleiman,d10144
 Jim,Klimek,d10160
 Jason,Makiaris,d12151
 Mike,Manasewitsch,d12233
 Timothy,Marklevitz,d12404
 Wendy,McColm,d12775
 Aaron,Moles,d13486
 John,Olsen,d14723
 Ben,Pluimer,d15636
 Matthew,Pollock,d15702
 Wade,Randolph,d16175
 Kyle,Reiter,d16387
 Dan,Riesser,d16545
 Jennifer,Ruiz,d17065
 Austin,Salmi,d17289
 Duncan,Skiles,d18516
 Lauren,Smitelli,d18597
 Tyler,Spiers,d18873
 Spencer,Strauss,d19198
 Erni,Walker,d20760
 Jon,Watts,d20920
 Brett,Weiner,d20997
 Matt,Wyatt,d21575
 Brian,Wysol,d21584
 Scott,Yacyshyn,d21601
 Lindsay,Zdziebko,d21883
 Zachary Harrison,Zdziebko,d21884
 Jeremy,Cohen(co-director),d3605
 Ryan,Ross(co-director),d16934
Julio,Buchs,d2472
Johan,Earl,d5064
 Adrian,Powers,d15824
Spencer,Williams,d21276
Rudolf,Thome,d19797
Antonio,Climati,d3519
Jacques,Ouaniche,d14856
Anna Elizabeth,James,d8934
Cire,Hensman,d7956
 Matthew,Hensman(co-director),d7957
K.,King,d10051
Gleb,Orlov,d14789
Brendan,Mertens,d13121
Dafna,Yachin,d21600
Rachael,Moriarty,d13682
 Peter,Murphy,d13906
Kevin Van,Stevenson,d19094
Peter,Meyer,d13161
Mike,Slee,d18555
Rudi,Rosenberg,d16889
Stepan,Altrichter,d308
Nikos,Tzimas,d20241
Khoa,Le,d11019
Serge,Leroy,d11329
Bryan,Foy,d5924
Sean,Dunne,d4981
Daniele,Grieco,d7125
 B. Reeves,Eason,d5068
 Milos,Makovec,d12157
Juan,Ibáñez,d8660
Werner,Jacobs,d8885
 John Llewellyn,Moxey,d13799
Jürgen,Goslar,d6899
Takeo,Nakamura,d14058
 Miguel,Lluch,d11649
Chris,Corey,d3826
 Albert,Herman,d7978
Walter,Summers,d19309
Denison,Clift,d3516
Richard,Tanne,d19563
Takeshi,Nozue,d14468
Vasili,Goncharov,d6811
 Kai,Hansen,d7580
 Aleksandr,Uralsky,d20300
Alper,Mestçi,d13137
Fábio,Barreto,d1174
Antonio del,Real,d16281
Kote,Mardjanishvili,d12360
Mohamed,Diab,d4618
Marlon,Riggs,d16552
Luca,Vecchi,d20426
Goran,Radovanovic,d16090
Dale,Peterson,d15404
Cris,Jones,d9211
 Frank,Hui,d8508
 Vicky,Wong,d21457
Justin,Webster,d20963
 Bruce,Schooley,d17694
Nick,Holt,d8271
Khaled,Mari,d12373
Mounir,Chakor,d3087
Jamie M.,Dagg,d4193
Charles,Barker,d1122
Pablo,Hernando,d7988
Colin,Gregg,d7102
Peter,O'Brian,d14516
Andrea,Muzzi,d13952
 Riccardo,Paoletti,d15006
Sebastiano,Rizzo,d16623
Greg,Antonacci,d519
Kenneth,Kokin,d10268
Miguel,Drake-McLaughlin,d4884
 Jonny,Leahan,d11038
Reinert,Kiil,d9948
Phil,Vischer,d20603
 Chris,Olsen,d14722
Chris,Olsen,d14725
Tim,Hodge,d8184
 Marc,Vulcano,d20687
Tom,Bancroft,d1041
 Mike,Nawrocki,d14122
Brian,Roberts,d16653
Dan,Berk,d1552
 Robert,Olsen,d14724
Daniel,Wise,d21382
James,Hale,d7447
Anna,Chi,d3265
Muzhi,Yuan,d21786
Peter,Pau,d15202
Tom,Shoval,d18262
 Paul,Marchand,d12332
Jeremy,Konner,d10308
Kelly Fremon,Craig,d3958
M.A.,Taylor,d19654
Réka,Bucsi,d2484
Megumi,Nishikura,d14359
 Lara Perez,Takagi,d19485
Te Arepa,Kahi,d9426
Kenji,Kodama,d10241
 Yasuichirô,Yamamoto,d21619
Tom,Caltabiano,d2742
Andrea,Kalin,d9458
 François,Brisson(co-director),d2304
Pierre,Morath,d13637
John,Goldschmidt,d6786
Marcel,Lozinski,d11803
George,Lazopoulos,d11018
Mladen,Djordjevic,d4707
David A.,Wilson,d21305
 Daniel J.,Woolsey,d21514
Hiroaki,Matsuyama,d12638
Norm,McCabe,d12742
Patrick,O'Brien,d14526
Michel,Spinosa,d18882
Lawrence,Huntington,d8569
B.,Unnikrishnan,d20295
Anu,Aun,d789
Triin,Ruumet,d17115
Felicitas,Korn,d10348
Sean,Jackson,d8873
André,Gordon,d6863
 Dale,Fabrigar(co-director),d5401
Marcus,Olsson,d14739
Per,Hanefjord,d7555
Rickard,Petrelius,d15414
Jörgen,Bergmark,d1545
Maris,Curran,d4114
Rob,Connolly,d3717
Thomas Della,Bella,d1417
Valentin,Kuik,d10545
 Manfred,Vainokivi,d20336
Marco,Amenta,d354
Alberto,Marini,d12384
 Joseph L.,Mankiewicz,d12271
Igor,Auzins,d803
Steven Caple,Jr.,d9339
Charles,Chauvel,d3188
Paul,Emerson,d5220
Doesjka van,Hoogdalem,d8297
Robert,Kramer,d10425
Simon,Ardizzone,d586
 Russell,Michaels,d13181
Laura,Bispuri,d1783
Chuck,Vinson,d20586
Ben,Bowman,d2136
Paolo,Franchi,d5945
Martin,Laroche,d10888
Svend,Wam,d20820
Kirk,Caouette,d2822
Richard W.,Bean,d1315
Michelle,Schumacher,d17747
Eun-tae,Kim,d9973
Birger,Larsen,d10898
Vyacheslav,Ross,d16933
Nirpal,Bhogal,d1694
Steve,Woo,d21477
Faith,Granger,d6983
Damjan,Kozole,d10409
Parviz,Saghizadeh,d17207
Eric,Stanze,d18954
Scott,Leberecht,d11052
Robert A.,Masciantonio,d12556
Shane,Ryan,d17132
Anna,Brownfield,d2412
Stephan,Brenninkmeijer,d2252
Vsevolod,Plotkin,d15634
René,Vilbre,d20548
Dean,Murphy,d13908
Jesse James,Miller,d13284
Adam,Meyerowitz,d13167
 Zac,Blair,d1827
 Ryan,Bosworth,d2086
 Peter,Czikrai,d4154
 Steve,Daniels,d4245
 Baris,Erdogan,d5282
 Carlos,Faria,d5453
 Todd E.,Freeman,d6011
 Rodrigo,Gasparini,d6355
 Brett,Glassberg,d6650
 Nicholas,Humphries,d8532
 Summer,Johnson,d9136
 Clint,Kelly,d9761
 Cody,Kennedy,d9803
 Jason M.,Koch,d10236
 Ama,Lea,d11025
 Álvaro,Núñez,d14511
 Eric,Pennycoff,d15323
 Peter,Podgursky,d15645
 Mia Kate,Russell,d17087
 Tim,Rutherford,d17110
 Gigi Saul,Guerrero,d7251
 Stuart,Simpson,d18413
 Joe,Stas,d18970
 Lloyd,Staszkiewicz,d18973
 Jeff,Stewart,d19098
 Carles,Torrens,d19985
 Dante,Vescio,d20495
 Christoph,Younes,d21746
Thomas Jason,Davis,d4352
Brahim,Chkiri,d3300
Ali,Abbasi,d15
 Rami,Hachache,d7385
Jack,Bond,d1979
Ian,Harris,d7661
James,Rouse,d16997
Nicholas,Gyeney,d7345
Frank,Lin,d11533
Chad,Gracia,d6950
Duki,Dror,d4904
 Tzachi,Schiff,d17605
Brian,Welsh,d21067
Lou Diamond,Phillips,d15473
Steven,Hahn,d7423
Max,Skladanowsky,d18522
Emma,Davie,d4319
 Morag,McKinnon,d12897
Sinan,Akkus,d189
Brian,Posehn,d15777
Xuan,Liang,d11479
 Chun,Zhang,d21929
Jay,Dockendorf,d4719
Lorenz,Knauer,d10197
 Alan,Perry,d15372
 Ken,Turner,d20202
 Laxie,Turner,d20203
David,Elliott,d5189
 John,Kelly,d9764
 Desmond,Saunders,d17484
Eliaichi,Kimaro,d10020
Brady,Corbet,d3812
Mathieu,Auvray,d802
Zoltán,Fábri,d6170
 Terry,Klassen,d10137
Adam,Cornelius,d3837
Igor,Gotesman,d6904
Ruth,Platt,d15626
Tom,Hanson,d7589
Jason,Murphy,d13915
Tharun Bhascker,Dhaassyam,d4598
Carmen,Marron,d12438
Rob,Moretti,d13659
Lisa,Addario,d88
 Joe,Syracuse,d19418
Dharmendra Suresh,Desai,d4549
Dan,Rickard,d16522
Mark,Brownlow,d2420
John,Douglas,d4847
 Robert,Kramer,d10418
Jack Pettibone,Riccobono,d16484
Victor,Zarcoff,d21868
Travis,Knight,d10207
Sina Ataeian,Dena,d4501
Pierre,Godeau,d6709
Steve,Reeves,d16333
Luke,Scott,d17816
Jenna,Ricker,d16526
Daniel,Leconte,d11066
Pola,Rapaport,d16197
Yoon-Jung,Lee,d11174
Hyeon-jin,Park,d15063
Nia Di,Nata,d14099
Riri,Riza,d16619
Enrique,Begné,d1381
Sicheng,Chen,d3224
Mohana Krishna,Indraganti,d8721
 Mohana Krishna,Indraganti,d8720
Randall,Wright,d21549
Sajid,Sajid,d17226
 Farhad,Samji,d17312
Pa.,Ranjith,d16181
Koan,Hui,d8511
Putrama,Tuta,d20224
German,Kral,d10416
Cho,Jung-Rae,d9373
Tom,Shkolnik,d18241
Tom Van,Avermaet,d819
Fernando,Lebrija,d11055
Allan,Francovich,d5961
Brian T.,Brown,d2384
Daniele,Gaglianone,d6209
Mark W.,Curran,d4115
Emil,Weiss,d21027
Wai-Keung,Lau,d10928
Paloma Aguilera,Valdebenito,d20343
James,Gilbert,d6550
Pieter van,Huystee,d8610
Rospo,Pallenberg,d14950
David,VonAllmen,d20656
Christopher,Hool,d8304
Nikos,Panayotopoulos,d14985
Nikos,Grammatikos,d6975
Vasilis,Georgiadis,d6448
Per-Olav,Sørensen,d19449
Daniel,Ragussis,d16112
Michal,Vinik,d20583
Emir,Baigazin,d933
Bruce,Bundy,d2505
 Nigel,DeFriez,d4384
 Jessie,Levandov,d11363
 Robert,Malone,d12213
 Alex,Mechanik,d12959
 Kira,Pearson,d15255
 Jonathan,Rosenblit,d16894
Joe,Hart,d7686
 Paul G.,Volk,d20641
Jeff,Melman,d13031
Byrd,McDonald,d12807
Martin,Fric,d6047
Klaus,Händl,d8631
Yoon,Joon-Hyeong,d9256
Geun-hyun,Cho,d3303
Corrado,Guzzanti,d7338
 Igor,Skofic,d18524
Ferruccio,Marotti,d12421
Bill,D'Elia,d4177
Francesco,Calogero,d2739
Davide,Ferrario,d5594
Francesco,Massaro,d12570
Renzo,Arbore,d573
Ben,Wolfinsohn,d21441
Kenneth,Powell,d15814
 Thomas Edward,Seymour,d17994
Kinga,Debska,d4422
Allan,Edwall,d5111
Göran du,Rées,d17152
Sven,Nykvist,d14503
Stewart,Sugg,d19268
Maria,Lindberg,d11544
Juanita,Wilson,d21311
Tommy,Pallotta,d14953
 Femke,Wolting,d21451
Benni,Setiawan,d17983
Tatsuya,Oishi,d14661
 Nobuyoshi,Habara,d7380
Kanji,Wakabayashi,d20752
 Hiroshi,Hamazaki,d7492
 Takuya,Satô,d17468
Naoyoshi,Shiotani,d18230
 Katsuyuki,Motohiro,d13773
Tiina,Lymi,d11912
Mark Steven,Grove,d7203
Kristy,Guevara-Flanagan,d7261
Karen,Oganesyan,d14627
Debbie Tucker,Green,d7054
Scott,Graham,d6972
Carl,Seaton,d17837
Bernard,Gourley,d6927
Behnam,Behzadi,d1389
Géza,Kaszás,d9618
 Dániel,Tiszeker,d19900
Anna Rose,Holmer,d8255
Buz,Alexander,d235
Carlo,Lavagna,d10966
Claudia,Lorenz,d11733
Jed,Rigney,d16554
Ben,Sharrock,d18074
Matthew,McDuffie,d12822
 Shinji,Higuchi(co-director),d8082
Pyotr,Chardynin,d3160
 Cheslav,Sabinsky,d17173
Svetlana,Baskova,d1242
Fyodor,Khitruk,d9913
Clea,DuVall,d4914
Jirô,Kanai,d9484
Josefina,Molina,d13496
Christopher,Louie,d11757
Michael Matheson,Miller,d13293
Pedro,Rivero,d16613
 Alberto,Vázquez,d20698
Luís Galvão,Teles,d19685
Oksana,Bayrak,d1302
John,Weidner,d20983
 Trisha,Ziff,d21964
Andrew,Robertson,d16669
Andy,Landen,d10799
 Edwin L.,Marin,d12379
Shan,Serafin,d17945
Leonel,Vieira,d20524
Herbert,Wilcox,d21225
Najwa,Najjar,d14043
Jean,Carlomusto,d2871
 A. Edward,Sutherland,d19342
Chad L.,Scheifele,d17581
 Gennadiy,Sokolskiy,d18722
Justin,Pemberton,d15303
 Michelle,Walshe,d20811
Ida,Panahandeh,d14979
Matthew,Mishory,d13382
Lawrence Michael,Levine,d11390
Bhadran,Bhadran,d1675
Dileesh,Pothan,d15791
José Luis García,Sánchez,d19441
Emidio,Greco,d7041
Giuseppe,Ferrara,d5592
Miguel,Littin,d11613
Groupe Dziga,Vertov,d20494
 Gérard,Martin,d12483
Valentino,Orsini,d14803
 Paolo,Taviani,d19630
Rumi,Jaffery,d8914
Ashish R.,Mohan,d13471
Maz,Jobrani,d9111
Vishesh,Bhatt,d1690
Robin,Pront,d15908
Tony,Kern,d9840
 Andrew,Lau,d10921
Aleksandr,Sanin,d17371
Filippos,Koutsaftis,d10392
Kurt,Hale,d7448
Justin,Krook,d10487
Martin,Goldman,d6779
Arthur,Romeo,d16821
Stig,Björkman,d1799
Edward,Berger,d1525
Michael,Angelo,d483
Ted,Balaker,d988
Aaron,Leong,d11302
Guy-Roger,Duvert,d5031
Steven,Dupler,d4996
Kara,Mulrooney,d13850
Rick,Barnes,d1146
 Olivia,Neergaard-Holm,d14146
 Jon,Nguyen,d14264
Eshom,Nelms,d14168
 Ian,Nelms,d14167
David Michael,Conley,d3702
Jonathan D.,Bucari,d2467
Russell,Holt,d8272
Gary,Rogers,d16786
Hanh,Nguyen,d14267
 Vishal,Solanki,d18729
Charlotte,Purdy,d15976
Mat,Kirkby,d10090
Caytha,Jentis,d9059
Mark,Thiedeman,d19764
Cecilia,Aranovich,d563
Humberto,Rosa,d16861
 Thairon,Mendes(co-director),d13056
Abe,Rosenberg,d16884
Alex,Coletti,d3643
Yvan Le,Bolloc'h,d1964
 Bruno,Solo,d18747
Cláudio,Assis,d722
Chris,Kelly,d9769
Eric,Notarnicola,d14446
Takeshi,Fukunaga,d6129
 Minoru,Tahara,d19476
 Takanori,Tsujimoto,d20145
Joel,Heath,d7822
Stephen,Vidano,d20513
Marcelo,Machado,d12025
Samira,Goetschel,d6719
Jing,Wang,d20833
Ike,Sanders,d17343
Sergio M.,Castilla,d3000
Mark,Henn,d7941
Dean,Wellins,d21053
Adam,Nimoy,d14347
Angela,Boatwright,d1904
Ryan,Schwartz,d17760
Chris,Hunt,d8550
Zach,Ingrasci,d8734
 Chris,Temple,d19690
Teddy,Soeriaatmadja,d18710
Billy,Federighi,d5515
Joe,Scott,d17812
Nacho G.,Velilla,d20443
Martin,Shore,d18254
Philipp,Eichholtz,d5145
Houda,Benyamina,d1502
Francesco,Laudadio,d10932
Caito,Ortiz,d14811
 Aleksandr,Tatarskiy,d19609
Harry,Dodge,d4723
 Silas,Howard,d8393
Greg,Kwedar,d10646
 Lea,Glob,d6683
Guto,Parente,d15034
Klaartje,Quirijns,d16052
Yasuaki,Nakajima,d14052
Julia,Hart,d7688
Tony,Elliott,d5196
Paul,Jarrett,d8989
 Josh,Alexander(co-director),d243
 Greg,Young(co-director),d21774
D.J.,Viola,d20591
Gennadiy,Sokolskiy,d18723
 Kenji,Yoshida,d21732
E.,Hardon,d7609
Anggy,Umbara,d20282
Mehmet,Kurtulus,d10614
 Ayse,Ünal,d22090
Don,Levy,d11413
G.W.,Bitzer,d1789
James Sibley,Watson,d20915
 Melville,Webber,d20945
Antonio,Nuic,d14481
Chanya,Button,d2621
Acim,Vasic,d20404
Jussi,Eerola,d5128
 Mika,Taanila,d19452
Olivier,Treiner,d20055
Tomas,Portella,d15760
Robert,Clampett,d3448
Claudio,Giovannesi,d6605
Ivan,Cotroneo,d3889
Marco,Danieli,d4244
Giuseppe M.,Gaudino,d6369
Laura,Morante,d13635
Alfred,Shaughnessy,d18078
Rafael,Corkidi,d3828
Luis,Ortega,d14806
Justin,Lerner,d11324
Keith,Maitland,d12126
Chan-kyong,Park,d15052
Steven,Green,d7069
Eduardo,Fuller,d6142
 Eddie,Romero,d16824
Sergei,Ovcharov,d14866
Adisorn,Trisirikasem,d20085
Vijjapat,Kojiw,d10265
 Songyos,Sugmakanan,d19275
 Nithiwat,Tharatorn,d19748
 Witthaya,Thongyooyong,d19826
 Adisorn,Trisirikasem,d20084
 Komgrit,Triwimol,d20087
Shane Van,Dyke,d5045
 David,Comtois,d3689
Yukio,Noda,d14392
Dominic,Savage,d17496
Cynthia,Mort,d13736
Anwar,Safa,d17197
Rob,Grant,d6999
Mika,Rättö,d17151
Manuela Burló,Moreno,d13651
Johannes,Grenzfurthner,d7118
Kurt,Vincent,d20579
Petr,Kazda,d9711
 Tomás,Weinreb,d21002
Maurice,Sendak,d17934
 Doug,Sweetland,d19395
Sidney W.,Pink,d15571
Gunars,Piesis,d15533
Michael,Deak,d4407
 Aaron,Osborne,d14821
Mark,McQueen,d12940
Isti,Madarász,d12056
Iris K.,Shim,d18189
Manouchehr,Hadi,d7394
Bogdan,Mirica,d13368
 Arnaud,Duprey(co-director),d5002
Ahmet,Uluçay,d20280
Nic,Auerbach,d778
Toniko,Melo,d13035
André,Klotzel,d10186
Bonni,Cohen,d3581
Ulrika,Bengts,d1461
Germinal,Alvarez,d313
Emilio,Portes,d15767
April,Wright,d21534
Kaya,Redford,d16298
 Tommy,Wiseau,d21388
Pedro,Urrutia,d20309
Nicholas,Eliopoulos,d5175
Adriaan,Ditvoorst,d4694
Charles,Lane,d10819
Jack,Curtis,d4128
Ira,Miller,d13282
Adam,Randall,d16167
Colm,McCarthy,d12758
Gastón,Duprat(co-director),d5000
 Mariano,Cohn(co-director),d3617
Marek,Brodzki,d2324
Tae-ra,Shin,d18211
Alastair,Siddons,d18304
Ashley,Pearce,d15246
Yue,Song,d18775
Hajime,Hashimoto,d7733
Yûichirô,Hirakawa,d8133
Jazz,Boon,d2017
Claude,Barras,d1168
Goo,Mo,d13446
Kwong-yiu,Lee,d11141
Dean Matthew,Ronalds,d16839
Ozualdo Ribeiro,Candeias,d2791
Robert,Kirbyson,d10081
Marek,Piestrak,d15534
Imre,Horvath,d8357
Mary,Wharton,d21127
Anna,Axster,d838
David T.,Friendly,d6074
