,awards,imdb_id
3714,1 win & 1 nomination.,tt0110823
3715,N/A,tt0138703
3716,3 nominations.,tt0095925
3717,1 nomination.,tt0099005
3718,N/A,tt0086320
3719,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,tt0098384
3720,1 nomination.,tt0049189
3721,N/A,tt0085470
3722,1 win.,tt0071650
3723,1 nomination.,tt0111187
3724,N/A,tt0038975
3725,N/A,tt0065206
3726,N/A,tt0251739
3727,1 win & 1 nomination.,tt0234853
3728,6 wins.,tt0165986
3729,Nominated for 1 Golden Globe. Another 8 wins & 3 nominations.,tt0130444
3730,6 wins & 9 nominations.,tt0204709
3731,1 win & 1 nomination.,tt0120593
3732,1 win & 6 nominations.,tt0163983
3733,2 nominations.,tt0173716
3734,3 wins & 6 nominations.,tt0233687
3735,2 nominations.,tt0138681
3736,N/A,tt0191397
3737,3 nominations.,tt0199314
3738,Nominated for 1 Oscar. Another 6 wins & 23 nominations.,tt0209958
3739,1 nomination.,tt0188640
3740,3 nominations.,tt0236388
3741,N/A,tt0178050
3742,7 wins & 1 nomination.,tt0176426
3743,1 nomination.,tt0095705
3744,2 wins & 1 nomination.,tt0102510
3745,Nominated for 6 Oscars. Another 3 wins & 1 nomination.,tt0032881
3746,Won 1 Oscar. Another 4 wins & 10 nominations.,tt0046303
3747,Nominated for 3 Oscars. Another 4 wins & 4 nominations.,tt0053318
3748,Won 1 Oscar. Another 9 wins & 14 nominations.,tt0059017
3749,1 win & 1 nomination.,tt0118018
3750,N/A,tt0062885
3751,1 nomination.,tt0120867
3752,3 nominations.,tt0088206
3753,N/A,tt0049967
3754,2 wins & 9 nominations.,tt0160009
3755,5 wins & 1 nomination.,tt0236008
3756,N/A,tt0168515
3757,2 wins & 7 nominations.,tt0204946
3758,4 wins & 1 nomination.,tt0162903
3759,1 win.,tt0198386
3760,1 nomination.,tt0234137
3761,2 nominations.,tt0161216
3762,4 wins.,tt0157182
3763,1 nomination.,tt0209322
3764,N/A,tt0144964
3765,1 nomination.,tt0259207
3766,1 nomination.,tt0216772
3767,1 win & 3 nominations.,tt0187696
3768,Won 1 Golden Globe. Another 4 wins & 14 nominations.,tt0171580
3769,41 wins & 16 nominations.,tt0190798
3770,1 nomination.,tt0204626
3771,N/A,tt0202677
3772,Won 1 Oscar. Another 52 wins & 103 nominations.,tt0181875
3773,N/A,tt0211938
3774,N/A,tt0191037
3775,3 nominations.,tt0197384
3776,1 nomination.,tt0134630
3777,12 wins & 10 nominations.,tt0210717
3778,5 wins & 4 nominations.,tt0182508
3779,2 wins.,tt0188694
3780,N/A,tt0181836
3781,2 nominations.,tt0164212
3782,N/A,tt0170452
3783,1 win & 1 nomination.,tt0192731
3784,3 nominations.,tt0206420
3785,Nominated for 1 Oscar. Another 33 wins & 46 nominations.,tt0168629
3786,Nominated for 1 Golden Globe. Another 11 wins & 13 nominations.,tt0218839
3787,2 nominations.,tt0210567
3788,N/A,tt0211219
3789,1 win & 1 nomination.,tt0222850
3790,15 wins & 18 nominations.,tt0210075
3791,8 wins & 17 nominations.,tt0210945
3792,2 wins & 6 nominations.,tt0093177
3793,1 win & 5 nominations.,tt0095294
3794,1 win & 7 nominations.,tt0104409
3795,Nominated for 1 Golden Globe. Another 4 wins & 6 nominations.,tt0107209
3796,1 win.,tt0056860
3797,N/A,tt0057887
3798,N/A,tt0053219
3799,N/A,tt0058440
3800,8 wins & 2 nominations.,tt0088184
3801,N/A,tt0055608
3802,Won 2 Oscars. Another 2 wins & 6 nominations.,tt0060397
3803,2 wins & 2 nominations.,tt0040068
3804,1 win.,tt0032234
3805,1 win & 1 nomination.,tt0046876
3806,N/A,tt0052846
3807,3 wins & 2 nominations.,tt0024184
3808,N/A,tt0052969
3809,N/A,tt0050610
3810,Won 2 Oscars. Another 1 win & 3 nominations.,tt0036261
3811,1 nomination.,tt0088024
3812,N/A,tt0084695
3813,N/A,tt0093996
3814,N/A,tt0100639
3815,N/A,tt0091990
3816,N/A,tt0100663
3817,1 win & 10 nominations.,tt0215545
3818,9 wins & 3 nominations.,tt0210584
3819,N/A,tt0259974
3820,5 nominations.,tt0208988
3821,N/A,tt0067128
3822,Nominated for 1 Oscar. Another 7 wins & 14 nominations.,tt0212338
3823,Nominated for 1 Oscar. Another 33 wins & 62 nominations.,tt0180093
3824,2 wins & 5 nominations.,tt0170691
3825,3 wins & 4 nominations.,tt0202641
3826,Nominated for 2 Oscars. Another 1 win & 20 nominations.,tt0208874
3827,3 nominations.,tt0205271
3828,1 nomination.,tt0162236
3829,1 nomination.,tt0213790
3830,2 nominations.,tt0160484
3831,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,tt0066832
3832,N/A,tt0075754
3833,Won 1 Oscar. Another 1 nomination.,tt0054387
3834,1 win & 1 nomination.,tt0113269
3835,N/A,tt0089200
3836,N/A,tt0093091
3837,Nominated for 6 Oscars. Another 5 wins & 7 nominations.,tt0058708
3838,N/A,tt0041094
3839,Nominated for 1 Oscar. Another 1 nomination.,tt0038988
3840,1 win.,tt0037638
3841,Nominated for 3 Oscars. Another 54 wins & 65 nominations.,tt0249462
3842,1 win & 3 nominations.,tt0230030
3843,1 win & 4 nominations.,tt0223897
3844,N/A,tt0082307
3845,N/A,tt0081376
3846,3 wins & 1 nomination.,tt0111512
3847,2 wins & 8 nominations.,tt0229260
3848,1 win & 3 nominations.,tt0192255
3849,2 wins & 1 nomination.,tt0219952
3850,2 wins & 7 nominations.,tt0192949
3851,14 wins & 30 nominations.,tt0160127
3852,2 wins & 10 nominations.,tt0146984
3853,1 win & 12 nominations.,tt0185431
3854,11 nominations.,tt0203019
3855,1 nomination.,tt0199753
3856,1 win & 3 nominations.,tt0197096
3857,Nominated for 2 Oscars. Another 30 wins & 41 nominations.,tt0203230
3858,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,tt0066995
3859,N/A,tt0074452
3860,8 nominations.,tt0216216
3861,2 wins & 2 nominations.,tt0186894
3862,Won 1 Oscar. Another 17 wins & 37 nominations.,tt0170016
3863,Won 1 Oscar. Another 3 wins & 6 nominations.,tt0230591
3864,3 wins & 7 nominations.,tt0213203
3865,Nominated for 1 Oscar. Another 1 win & 6 nominations.,tt0211181
3866,Nominated for 2 Oscars. Another 7 wins & 17 nominations.,tt0213847
3867,Nominated for 3 Oscars. Another 18 wins & 41 nominations.,tt0180073
3868,2 wins & 13 nominations.,tt0217869
3869,N/A,tt0265101
3870,Won 4 Oscars. Another 96 wins & 130 nominations.,tt0190332
3871,11 nominations.,tt0190374
3872,5 nominations.,tt0228750
3873,Nominated for 1 BAFTA Film Award. Another 2 wins & 3 nominations.,tt0190865
3874,2 nominations.,tt0086993
3875,N/A,tt0088936
3876,1 nomination.,tt0093748
3877,N/A,tt0096094
3878,Nominated for 1 Oscar. Another 18 wins & 8 nominations.,tt0120090
3879,3 wins & 4 nominations.,tt0093428
3880,2 nominations.,tt0092106
3881,Won 1 Oscar. Another 9 wins & 4 nominations.,tt0094291
3882,Won 2 Oscars. Another 13 wins & 25 nominations.,tt0096969
3883,3 wins & 5 nominations.,tt0096219
3884,N/A,tt0088850
3885,4 wins & 6 nominations.,tt0208092
3886,1 win.,tt0095927
3887,N/A,tt0156807
3888,Nominated for 5 Oscars. Another 7 wins & 30 nominations.,tt0241303
3889,5 nominations.,tt0242423
3890,Nominated for 1 Oscar. Another 7 wins & 26 nominations.,tt0120917
3891,Won 1 Oscar. Another 2 wins & 9 nominations.,tt0183659
3892,Nominated for 1 Golden Globe. Another 5 wins & 8 nominations.,tt0207201
3893,5 wins & 13 nominations.,tt0181536
3894,8 nominations.,tt0219699
3895,Nominated for 1 Oscar. Another 15 wins & 21 nominations.,tt0247196
3896,Nominated for 2 Oscars. Another 15 wins & 33 nominations.,tt0162222
3897,4 wins & 6 nominations.,tt0218967
3898,Nominated for 1 BAFTA Film Award. Another 6 wins & 28 nominations.,tt0200720
3899,Nominated for 2 Golden Globes. Another 7 wins & 5 nominations.,tt0212346
3900,8 wins.,tt0223530
3901,Nominated for 2 Oscars. Another 7 wins & 35 nominations.,tt0190590
3902,5 wins & 5 nominations.,tt0210299
3903,7 wins & 8 nominations.,tt0120202
3904,1 nomination.,tt0219653
3905,Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,tt0149624
3906,1 nomination.,tt0218182
3907,3 wins & 7 nominations.,tt0146309
3908,Won 4 Oscars. Another 69 wins & 83 nominations.,tt0181865
3909,1 win & 10 nominations.,tt0218378
3910,Nominated for 2 Oscars. Another 14 wins & 24 nominations.,tt0189998
3911,Nominated for 1 Golden Globe. Another 6 wins & 3 nominations.,tt0093223
3912,1 win.,tt0097662
3913,Nominated for 2 Oscars. Another 2 wins & 11 nominations.,tt0083564
3914,4 nominations.,tt0101757
3915,Won 2 Oscars. Another 7 wins & 13 nominations.,tt0084434
3916,Won 1 Oscar. Another 6 wins & 8 nominations.,tt0053580
3917,2 wins & 2 nominations.,tt0090670
3918,N/A,tt0075783
3919,N/A,tt0072735
3920,Nominated for 6 Oscars. Another 5 wins & 4 nominations.,tt0049233
3921,1 win & 1 nomination.,tt0107007
3922,N/A,tt0110115
3923,N/A,tt0073605
3924,N/A,tt0218625
3925,2 wins & 3 nominations.,tt0218817
3926,N/A,tt0238948
3927,6 wins & 8 nominations.,tt0206275
3928,2 nominations.,tt0194218
3929,1 win & 6 nominations.,tt0237572
3930,1 win & 2 nominations.,tt0176883
3931,5 wins & 8 nominations.,tt0212423
3932,4 wins.,tt0213446
3933,Nominated for 1 Oscar. Another 1 win & 3 nominations.,tt0104765
3934,3 nominations.,tt0102388
3935,1 win & 4 nominations.,tt0095690
3936,N/A,tt0105165
3937,N/A,tt0069897
3938,N/A,tt0071517
3939,N/A,tt0095348
3940,2 wins & 1 nomination.,tt0108451
3941,N/A,tt0186589
3942,2 wins & 6 nominations.,tt0209475
3943,10 wins & 4 nominations.,tt0118614
3944,N/A,tt0116119
3945,6 wins & 9 nominations.,tt0157122
3946,1 nomination.,tt0178642
3947,4 wins & 5 nominations.,tt0234805
3948,1 win.,tt0188506
3949,1 win.,tt0162024
3950,Nominated for 1 BAFTA Film Award. Another 7 wins & 14 nominations.,tt0216800
3951,2 nominations.,tt0092545
3952,N/A,tt0092546
3953,Nominated for 2 Golden Globes. Another 3 nominations.,tt0092605
3954,N/A,tt0092608
3955,Nominated for 1 Golden Globe. Another 3 nominations.,tt0092618
3956,2 nominations.,tt0092641
3957,Nominated for 1 Oscar. Another 6 wins & 2 nominations.,tt0092644
3958,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,tt0086960
3959,4 wins & 4 nominations.,tt0092654
3960,1 win & 3 nominations.,tt0092655
3961,N/A,tt0092656
3962,4 wins.,tt0092690
3963,Nominated for 1 Primetime Emmy. Another 1 win & 3 nominations.,tt0092695
3964,1 win & 3 nominations.,tt0092718
3965,1 nomination.,tt0092746
3966,N/A,tt0092783
3967,N/A,tt0092798
3968,Nominated for 3 Oscars. Another 5 wins & 12 nominations.,tt0092804
3969,N/A,tt0265138
3970,N/A,tt0092842
3971,Nominated for 2 Oscars. Another 9 wins & 14 nominations.,tt0092843
3972,N/A,tt0092854
3973,N/A,tt0092897
3974,N/A,tt0092904
3975,N/A,tt0092948
3976,Nominated for 6 Oscars. Another 12 wins & 10 nominations.,tt0092965
3977,1 nomination.,tt0092974
3978,3 wins & 1 nomination.,tt0083907
3979,N/A,tt0092997
3980,3 wins & 9 nominations.,tt0093006
3981,1 win & 3 nominations.,tt0093029
3982,1 win & 1 nomination.,tt0093036
3983,1 nomination.,tt0093044
3984,2 nominations.,tt0093073
3985,1 win & 5 nominations.,tt0093092
3986,Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,tt0093093
3987,3 wins & 1 nomination.,tt0093104
3988,1 win.,tt0093186
3989,4 wins & 1 nomination.,tt0093200
3990,Nominated for 5 Oscars. Another 16 wins & 24 nominations.,tt0093209
3991,N/A,tt0093215
3992,2 wins & 3 nominations.,tt0093225
3993,N/A,tt0093231
3994,Won 1 Oscar. Another 1 win & 4 nominations.,tt0093260
3995,Nominated for 2 Oscars. Another 2 wins & 2 nominations.,tt0093277
3996,1 win & 3 nominations.,tt0093278
3997,1 win & 7 nominations.,tt0093300
3998,3 wins & 4 nominations.,tt0093405
3999,1 nomination.,tt0093407
4000,2 wins.,tt0093418
4001,3 wins & 5 nominations.,tt0093437
4002,1 win & 1 nomination.,tt0093467
4003,N/A,tt0093476
4004,N/A,tt0093477
4005,Nominated for 1 Oscar. Another 5 wins & 3 nominations.,tt0093493
4006,2 wins & 5 nominations.,tt0093507
4007,3 nominations.,tt0093539
4008,3 wins & 4 nominations.,tt0093560
4009,1 win.,tt0093562
4010,N/A,tt0093567
4011,1 nomination.,tt0093589
4012,N/A,tt0093638
4013,N/A,tt0093648
4014,N/A,tt0192111
4015,3 nominations.,tt0190524
4016,1 win.,tt0242998
4017,Nominated for 1 BAFTA Film Award. Another 44 wins & 47 nominations.,tt0118694
4018,N/A,tt0177769
4019,2 wins & 4 nominations.,tt0120753
4020,12 wins & 9 nominations.,tt0250478
4021,8 wins & 17 nominations.,tt0212985
4022,N/A,tt0239948
4023,2 nominations.,tt0230783
4024,Nominated for 1 Oscar. Another 14 wins & 11 nominations.,tt0216787
4025,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,tt0190861
4026,3 nominations.,tt0231775
4027,N/A,tt0265632
4028,3 nominations.,tt0230838
4029,N/A,tt0177650
4030,3 wins & 2 nominations.,tt0249893
4031,3 nominations.,tt0166276
4032,12 nominations.,tt0233142
4033,Nominated for 1 Golden Globe. Another 3 wins & 8 nominations.,tt0191636
4034,3 wins & 1 nomination.,tt0236493
4035,1 nomination.,tt0250720
4036,N/A,tt0262462
4037,4 nominations.,tt0182000
4038,22 wins & 7 nominations.,tt0244504
4039,3 wins & 4 nominations.,tt0251031
4040,1 nomination.,tt0179626
4041,4 nominations.,tt0192071
4042,N/A,tt0212380
4043,3 wins & 1 nomination.,tt0138493
4044,Nominated for 1 Oscar. Another 10 wins & 7 nominations.,tt0236447
4045,2 wins & 5 nominations.,tt0161977
4046,1 win & 3 nominations.,tt0220157
4047,Nominated for 4 Oscars. Another 2 wins & 19 nominations.,tt0099073
4048,N/A,tt0116447
4049,6 wins & 4 nominations.,tt0107474
4050,2 nominations.,tt0081163
4051,Nominated for 4 Oscars. Another 2 wins.,tt0031742
4052,Nominated for 1 Golden Globe. Another 9 wins & 3 nominations.,tt0082912
4053,N/A,tt0091836
4054,N/A,tt0096223
4055,1 win.,tt0090213
4056,2 nominations.,tt0100842
4057,Won 1 Oscar. Another 4 nominations.,tt0039190
4058,N/A,tt0065687
4059,Won 1 Oscar. Another 2 wins & 5 nominations.,tt0060424
4060,Won 1 Oscar. Another 10 wins & 13 nominations.,tt0057251
4061,Nominated for 6 Oscars. Another 4 nominations.,tt0044685
4062,Nominated for 5 Oscars. Another 1 win & 1 nomination.,tt0059245
4063,Won 3 Oscars. Another 8 wins & 12 nominations.,tt0053793
4064,Nominated for 5 Oscars. Another 7 wins & 17 nominations.,tt0060086
4065,N/A,tt0046899
4066,N/A,tt0113026
4067,N/A,tt0037800
4068,1 win & 1 nomination.,tt0066740
4069,N/A,tt0059465
4070,N/A,tt0079781
4071,1 win & 4 nominations.,tt0080421
4072,N/A,tt0099385
4073,2 nominations.,tt0101764
4074,N/A,tt0077504
4075,N/A,tt0068617
4076,1 nomination.,tt0102005
4077,N/A,tt0085868
4078,Nominated for 1 Golden Globe. Another 4 wins.,tt0100140
4079,1 win.,tt0097880
4080,2 wins & 1 nomination.,tt0127952
4081,1 win & 1 nomination.,tt0201776
4082,1 win & 1 nomination.,tt0091474
4083,Won 1 Oscar. Another 12 wins & 16 nominations.,tt0100486
4084,Won 1 Oscar. Another 4 wins & 5 nominations.,tt0077413
4085,N/A,tt0097179
4086,N/A,tt0088000
4087,N/A,tt0093857
4088,Nominated for 1 Oscar. Another 6 wins & 5 nominations.,tt0100049
4089,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,tt0118540
4090,4 wins & 5 nominations.,tt0091860
4091,N/A,tt0089208
4092,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,tt0071771
4093,N/A,tt0102517
4094,1 win & 1 nomination.,tt0087015
4095,4 nominations.,tt0215750
4096,3 nominations.,tt0242445
4097,3 wins & 11 nominations.,tt0205873
4098,Nominated for 2 Oscars. Another 56 wins & 55 nominations.,tt0209144
4099,1 win & 8 nominations.,tt0250274
4100,4 nominations.,tt0125022
4101,1 nomination.,tt0239949
4102,1 nomination.,tt0120352
4103,N/A,tt0244970
4104,2 wins & 10 nominations.,tt0227538
4105,2 nominations.,tt0246989
4106,1 win & 1 nomination.,tt0236784
4107,Nominated for 1 Oscar. Another 54 wins & 22 nominations.,tt0245712
4108,5 wins & 3 nominations.,tt0206187
4109,16 wins & 3 nominations.,tt0247380
4110,1 win & 1 nomination.,tt0164334
4111,3 wins & 9 nominations.,tt0221027
4112,N/A,tt0189192
4113,N/A,tt0235679
4114,1 nomination.,tt0221889
4115,3 wins.,tt0268200
4116,10 wins & 5 nominations.,tt0260332
4117,3 wins & 7 nominations.,tt0238588
4118,Nominated for 1 Oscar. Another 8 wins & 29 nominations.,tt0243155
4119,1 win & 3 nominations.,tt0245686
4120,5 nominations.,tt0236348
4121,N/A,tt2043893
4122,2 wins.,tt0201485
4123,12 wins & 14 nominations.,tt0221073
4124,12 wins & 6 nominations.,tt0255094
4125,1 win.,tt0210149
4126,1 win & 2 nominations.,tt0231402
4127,12 wins & 6 nominations.,tt0240515
4128,1 nomination.,tt0240402
4129,N/A,tt0289175
4130,2 wins & 5 nominations.,tt0251191
4131,3 wins & 2 nominations.,tt0211492
4132,8 wins & 8 nominations.,tt0199129
4133,8 wins & 14 nominations.,tt0116882
4134,Nominated for 3 Golden Globes. Another 4 nominations.,tt0086250
4135,Won 1 Oscar. Another 8 wins & 13 nominations.,tt0055895
4136,1 win & 10 nominations.,tt0132245
4137,N/A,tt0245120
4138,N/A,tt0203755
4139,1 win & 5 nominations.,tt0141907
4140,3 nominations.,tt0234570
4141,6 wins & 16 nominations.,tt0209163
4142,4 wins & 2 nominations.,tt0243889
4143,24 wins & 11 nominations.,tt0162023
4144,1 win & 9 nominations.,tt0240913
4145,Won 4 Oscars. Another 2 wins & 13 nominations.,tt0056937
4146,1 win & 5 nominations.,tt0085811
4147,1 win & 1 nomination.,tt0089504
4148,1 win & 1 nomination.,tt0016039
4149,1 win & 1 nomination.,tt0025913
4150,1 win & 1 nomination.,tt0098524
4151,Nominated for 2 Oscars. Another 5 wins & 4 nominations.,tt0084917
4152,N/A,tt0062776
4153,Nominated for 1 Oscar. Another 5 wins & 7 nominations.,tt0064940
4154,Nominated for 1 Golden Globe. Another 3 wins & 1 nomination.,tt0069191
4155,1 nomination.,tt0060429
4156,Nominated for 1 Golden Globe. Another 4 wins & 1 nomination.,tt0101912
4157,1 win & 3 nominations.,tt0107130
4158,N/A,tt0058453
4159,2 wins & 2 nominations.,tt0152015
4160,6 wins.,tt0080539
4161,Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0101902
4162,Nominated for 1 Oscar. Another 3 wins & 6 nominations.,tt0080319
4163,Won 2 Oscars. Another 10 wins & 6 nominations.,tt0079638
4164,3 nominations.,tt0090098
4165,N/A,tt0045464
4166,N/A,tt0096875
4167,Won 1 Oscar. Another 9 wins & 16 nominations.,tt0066011
4168,Won 1 Oscar. Another 21 wins & 7 nominations.,tt0093713
4169,6 wins & 1 nomination.,tt0048021
4170,4 wins & 10 nominations.,tt0183790
4171,5 wins & 10 nominations.,tt0212826
4172,4 wins & 4 nominations.,tt0260775
4173,3 wins & 3 nominations.,tt0208911
4174,11 wins.,tt0204640
4175,10 wins & 6 nominations.,tt0256408
4176,3 wins & 5 nominations.,tt0225071
4177,Won 1 Oscar. Another 36 wins & 60 nominations.,tt0126029
4178,1 win & 3 nominations.,tt0206742
4179,Won 2 Oscars. Another 84 wins & 129 nominations.,tt0203009
4180,4 wins & 1 nomination.,tt0184819
4181,Won 1 Oscar. Another 13 wins & 51 nominations.,tt0213149
4182,2 nominations.,tt0157411
4183,Nominated for 1 Oscar. Another 8 wins & 2 nominations.,tt0210727
4184,3 wins & 3 nominations.,tt0206917
4185,1 win & 6 nominations.,tt0234407
4186,N/A,tt0189541
4187,Nominated for 1 Oscar. Another 1 win & 4 nominations.,tt0077716
4188,N/A,tt0102343
4189,Nominated for 2 Oscars. Another 2 wins & 10 nominations.,tt0100395
4190,N/A,tt0046719
4191,1 win.,tt0074254
4192,Won 1 Oscar. Another 7 wins & 7 nominations.,tt0101587
4193,2 nominations.,tt0095082
4194,1 nomination.,tt0052902
4195,1 nomination.,tt0048248
4196,6 wins & 1 nomination.,tt0054130
4197,Won 1 Oscar. Another 16 wins & 24 nominations.,tt0095647
4198,Nominated for 1 Oscar. Another 1 win & 5 nominations.,tt0054047
4199,N/A,tt0060897
4200,Won 1 Golden Globe. Another 1 win & 4 nominations.,tt0053221
4201,1 win.,tt0025746
4202,1 nomination.,tt0078227
4203,N/A,tt0094082
4204,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,tt0094142
4205,13 wins & 22 nominations.,tt0244316
4206,N/A,tt0081159
4207,10 wins & 2 nominations.,tt0110631
4208,Nominated for 8 Oscars. Another 2 wins & 13 nominations.,tt0060934
4209,Won 2 Oscars. Another 3 wins & 3 nominations.,tt0041996
4210,Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0059885
4211,5 nominations.,tt0255798
4212,N/A,tt0161083
4213,9 wins & 1 nomination.,tt0212815
4214,2 nominations.,tt0251075
4215,5 wins & 8 nominations.,tt0244244
4216,2 wins & 6 nominations.,tt0254099
4217,N/A,tt0212827
4218,Nominated for 1 Oscar. Another 15 wins & 3 nominations.,tt0234288
4219,2 wins.,tt0194530
4220,Nominated for 1 BAFTA Film Award. Another 4 nominations.,tt0065528
4221,2 wins & 1 nomination.,tt0116344
4222,1 win & 2 nominations.,tt0102685
4223,2 nominations.,tt0098300
4224,N/A,tt0086508
4225,1 nomination.,tt0105699
4226,1 win.,tt0092272
4227,1 nomination.,tt0045810
4228,Nominated for 1 Oscar. Another 2 nominations.,tt0045891
4229,N/A,tt0051885
4230,Won 1 Golden Globe. Another 3 nominations.,tt0048605
4231,Nominated for 3 Oscars. Another 1 nomination.,tt0047574
4232,Won 1 Oscar. Another 24 wins & 30 nominations.,tt0084805
4233,N/A,tt0090770
4234,N/A,tt0066471
4235,1 nomination.,tt0120374
4236,1 win & 1 nomination.,tt0244709
4237,2 wins & 14 nominations.,tt0230011
4238,4 wins & 18 nominations.,tt0146316
4239,3 wins & 6 nominations.,tt0240462
4240,11 wins & 12 nominations.,tt0232500
4241,Nominated for 2 Oscars. Another 16 wins & 67 nominations.,tt0212720
4242,1 win & 14 nominations.,tt0255819
4243,5 nominations.,tt0250224
4244,1 nomination.,tt0258038
4245,2 wins & 1 nomination.,tt0212517
4246,5 wins & 2 nominations.,tt0228242
4247,2 nominations.,tt0284067
4248,1 win & 1 nomination.,tt0215139
4249,Nominated for 1 Oscar. Another 21 wins & 20 nominations.,tt0203119
4250,N/A,tt0179473
4251,6 wins & 16 nominations.,tt0203632
4252,1 win.,tt0243493
4253,N/A,tt0226648
4254,1 win & 6 nominations.,tt0228786
4255,3 wins & 8 nominations.,tt0246765
4256,2 wins & 1 nomination.,tt0210217
4257,2 wins & 3 nominations.,tt0239395
4258,N/A,tt0271027
4259,3 wins & 4 nominations.,tt0257106
4260,4 wins & 6 nominations.,tt0245238
4261,3 nominations.,tt0249380
4262,2 nominations.,tt0224578
4263,Nominated for 1 Oscar. Another 1 win & 6 nominations.,tt0099012
4264,1 win & 3 nominations.,tt0094663
4265,N/A,tt0058953
4266,Nominated for 1 Oscar. Another 4 wins & 4 nominations.,tt0052216
4267,1 win & 2 nominations.,tt0082136
4268,1 win & 8 nominations.,tt0087032
4269,1 win & 2 nominations.,tt0098369
4270,1 win & 1 nomination.,tt0058249
4271,1 nomination.,tt0045699
4272,N/A,tt0057007
4273,N/A,tt0059124
4274,Won 1 Golden Globe. Another 2 wins.,tt0053925
4275,N/A,tt0016847
4276,N/A,tt0015064
4277,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,tt0056217
4278,Nominated for 2 Oscars. Another 3 wins & 7 nominations.,tt0091886
4279,N/A,tt0093940
4280,1 win & 1 nomination.,tt0105378
4281,Nominated for 3 Golden Globes. Another 2 wins & 3 nominations.,tt0091983
4282,1 win.,tt0059740
4283,N/A,tt0069372
4284,N/A,tt0059878
4285,2 nominations.,tt0057693
4286,N/A,tt0082163
4287,Won 1 BAFTA Film Award. Another 1 nomination.,tt0054790
4288,1 nomination.,tt0082966
4289,N/A,tt0084788
4290,1 win.,tt0047811
4291,Won 1 Oscar. Another 1 win & 3 nominations.,tt0046754
4292,4 wins.,tt0118734
4293,Won 1 Oscar. Another 21 wins & 12 nominations.,tt0069467
4294,Nominated for 1 Oscar. Another 1 win & 4 nominations.,tt0053796
4295,Won 1 Oscar. Another 10 wins & 3 nominations.,tt0065777
4296,N/A,tt0093227
4297,1 win.,tt0048261
4298,Won 3 Oscars. Another 12 wins & 18 nominations.,tt0063227
4299,1 win & 1 nomination.,tt0055184
4300,5 wins & 4 nominations.,tt0049513
4301,N/A,tt0102690
4302,1 win.,tt0028167
4303,Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,tt0051036
4304,Won 1 Oscar. Another 3 nominations.,tt0049966
4305,1 nomination.,tt0059095
4306,Nominated for 1 Oscar. Another 5 wins & 2 nominations.,tt0089716
4307,Nominated for 1 Oscar. Another 3 wins & 1 nomination.,tt0074991
4308,3 nominations.,tt0076786
4309,2 wins & 1 nomination.,tt0068767
4310,2 wins.,tt0082176
4311,N/A,tt0067824
4312,N/A,tt0077594
4313,Nominated for 1 Golden Globe. Another 2 nominations.,tt0089461
4314,Nominated for 1 Oscar. Another 1 win & 6 nominations.,tt0082869
4315,1 win.,tt0068935
4316,1 win.,tt0163862
4317,3 wins & 10 nominations.,tt0173840
4318,Nominated for 2 Golden Globes. Another 6 wins & 10 nominations.,tt0250494
4319,1 win & 1 nomination.,tt0227445
4320,5 wins & 1 nomination.,tt0262210
4321,3 wins & 1 nomination.,tt0242193
4322,3 wins & 6 nominations.,tt0273300
4323,1 nomination.,tt0227005
4324,1 nomination.,tt0245280
4325,Nominated for 1 Oscar. Another 9 wins & 2 nominations.,tt0188913
4326,N/A,tt0120327
4327,N/A,tt0278475
4328,N/A,tt0238015
4329,1 nomination.,tt0109049
4330,Nominated for 1 Oscar. Another 2 wins.,tt0130445
4331,N/A,tt0159423
4332,1 win.,tt0182299
4333,N/A,tt0094593
4334,1 nomination.,tt0094594
4335,Won 1 Oscar. Another 3 wins & 10 nominations.,tt0094606
4336,Won 1 Oscar. Another 5 wins & 5 nominations.,tt0094608
4337,N/A,tt0094602
4338,Nominated for 4 Oscars. Another 11 wins & 10 nominations.,tt0096764
4339,5 wins & 1 nomination.,tt0094667
4340,N/A,tt0094669
4341,3 wins & 1 nomination.,tt0094675
4342,1 win.,tt0094678
4343,N/A,tt0094701
4344,1 nomination.,tt0094712
4345,Nominated for 1 Oscar. Another 1 win & 5 nominations.,tt0094715
4346,1 win.,tt0094716
4347,1 win & 1 nomination.,tt0094739
4348,1 nomination.,tt0094744
4349,N/A,tt0094746
4350,Won 1 Oscar. Another 8 wins & 9 nominations.,tt0094747
4351,6 nominations.,tt0094761
4352,1 nomination.,tt0094783
4353,2 nominations.,tt0094799
4354,4 wins & 2 nominations.,tt0094824
4355,4 wins & 5 nominations.,tt2018086
4356,N/A,tt0094846
4357,1 win.,tt0094884
