awards,imdb_id
1 win & 2 nominations.,tt1920849
1 win & 3 nominations.,tt1840417
7 wins & 10 nominations.,tt1729226
N/A,tt0057517
3 wins & 12 nominations.,tt1043869
2 wins & 1 nomination.,tt0059459
N/A,tt0064674
4 wins & 2 nominations.,tt0467867
7 wins & 20 nominations.,tt1981677
2 nominations.,tt1366365
1 win & 2 nominations.,tt2063666
4 wins.,tt0049537
N/A,tt1368440
N/A,tt0080132
N/A,tt0424176
4 wins & 2 nominations.,tt0483179
1 win & 6 nominations.,tt0770802
N/A,tt0114308
16 wins & 45 nominations.,tt1276104
7 wins & 34 nominations.,tt1971352
20 wins & 45 nominations.,tt2395459
5 wins & 10 nominations.,tt1232200
N/A,tt0940657
N/A,tt0087127
N/A,tt0092860
1 nomination.,tt1757742
1 win.,tt1885281
4 wins & 7 nominations.,tt1572154
N/A,tt0043532
N/A,tt0059936
N/A,tt0071600
N/A,tt0066517
2 wins & 6 nominations.,tt1990314
8 wins & 2 nominations.,tt1774438
8 wins & 4 nominations.,tt1772424
9 wins & 14 nominations.,tt1845773
N/A,tt1082599
N/A,tt1764366
N/A,tt0069684
1 nomination.,tt1737747
1 win & 2 nominations.,tt1393742
2 wins.,tt0477065
2 wins & 5 nominations.,tt1855325
2 wins & 1 nomination.,tt2083383
N/A,tt0043118
1 nomination.,tt1680045
N/A,tt0460747
N/A,tt0008634
N/A,tt0023986
1 win & 1 nomination.,tt0029394
2 wins.,tt1569505
Won 1 Primetime Emmy. Another 11 wins & 4 nominations.,tt2112868
2 nominations.,tt1710417
Nominated for 3 Oscars. Another 76 wins & 179 nominations.,tt1560747
N/A,tt0081180
2 wins & 1 nomination.,tt0095408
2 wins & 14 nominations.,tt1343727
N/A,tt0025964
N/A,tt1877543
Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,tt1764183
N/A,tt1758575
6 nominations.,tt0847745
6 wins & 5 nominations.,tt1267498
N/A,tt0032916
9 wins & 6 nominations.,tt2125490
N/A,tt2072268
N/A,tt2137916
N/A,tt0059581
N/A,tt0176016
1 win & 2 nominations.,tt0079264
N/A,tt0048260
1 nomination.,tt1792799
N/A,tt0073149
N/A,tt0276428
N/A,tt0963965
N/A,tt0114132
1 win & 3 nominations.,tt0209174
N/A,tt2005164
1 win.,tt1753521
3 wins & 10 nominations.,tt1855199
N/A,tt0029000
5 nominations.,tt2105044
3 nominations.,tt1653827
1 win & 3 nominations.,tt0404029
19 wins & 49 nominations.,tt1659337
Nominated for 1 Oscar. Another 36 wins & 66 nominations.,tt2106476
29 wins & 68 nominations.,tt2076220
N/A,tt2343601
6 wins & 15 nominations.,tt2009643
3 nominations.,tt1190072
1 nomination.,tt1510907
8 wins & 6 nominations.,tt1753722
7 nominations.,tt1876451
N/A,tt0488928
N/A,tt1512240
2 nominations.,tt1748179
N/A,tt2150521
1 win & 2 nominations.,tt1397280
Nominated for 1 Golden Globe. Another 4 wins & 11 nominations.,tt1496422
N/A,tt0300444
1 nomination.,tt2124908
1 win & 1 nomination.,tt0025681
N/A,tt0030642
N/A,tt1002573
N/A,tt1339302
1 nomination.,tt0385073
N/A,tt2062555
N/A,tt0412608
N/A,tt1039790
1 win & 4 nominations.,tt1864557
Nominated for 1 Oscar. Another 21 wins & 36 nominations.,tt1276419
1 win & 3 nominations.,tt1582507
1 nomination.,tt2098627
N/A,tt0079642
N/A,tt2043757
N/A,tt0043619
2 nominations.,tt1695409
3 wins & 1 nomination.,tt0077421
2 nominations.,tt0319901
1 nomination.,tt2247692
N/A,tt1987018
N/A,tt1638328
15 wins & 14 nominations.,tt1695831
5 wins & 6 nominations.,tt1582244
1 nomination.,tt1462014
N/A,tt0020838
N/A,tt0047590
N/A,tt0016022
1 win & 6 nominations.,tt1658837
20 wins & 51 nominations.,tt1650048
1 nomination.,tt1839654
N/A,tt1531930
N/A,tt0025617
1 nomination.,tt1592873
N/A,tt0034093
N/A,tt0063371
26 wins & 25 nominations.,tt1673697
Won 1 Golden Globe. Another 3 wins & 7 nominations.,tt0069368
1 win & 2 nominations.,tt2062996
1 win & 1 nomination.,tt0790723
1 win.,tt0060770
N/A,tt0449599
Nominated for 2 Golden Globes. Another 32 wins & 68 nominations.,tt2053425
1 win.,tt0018530
N/A,tt0063195
N/A,tt0063206
N/A,tt0203635
N/A,tt0037035
N/A,tt0036135
9 wins & 16 nominations.,tt2308773
N/A,tt0829424
6 wins & 3 nominations.,tt2107648
N/A,tt1988781
Nominated for 1 Oscar. Another 12 wins & 13 nominations.,tt1613750
1 win.,tt2215719
1 win.,tt0019725
N/A,tt0062453
N/A,tt0024962
N/A,tt0076639
N/A,tt0360946
N/A,tt0274530
N/A,tt0412852
3 nominations.,tt0264804
N/A,tt0436845
N/A,tt0253078
1 win & 1 nomination.,tt1433819
N/A,tt2034123
N/A,tt0067699
1 nomination.,tt1701976
2 wins.,tt0259731
N/A,tt0061514
N/A,tt0050201
1 win.,tt0492060
N/A,tt0246601
N/A,tt0352468
2 wins & 5 nominations.,tt0436445
3 wins & 4 nominations.,tt1918727
2 nominations.,tt1711487
N/A,tt2190421
Nominated for 1 BAFTA Film Award. Another 1 win & 7 nominations.,tt1183919
Nominated for 1 Oscar. Another 11 wins & 49 nominations.,tt1142977
N/A,tt1282052
N/A,tt1831611
N/A,tt0103601
N/A,tt2142889
3 wins & 13 nominations.,tt1922777
N/A,tt0285089
N/A,tt0157938
N/A,tt0376921
N/A,tt0281190
Won 1 BAFTA Film Award. Another 2 wins & 4 nominations.,tt0053242
N/A,tt1396221
N/A,tt1440379
Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,tt0837562
N/A,tt0968760
1 nomination.,tt2014338
N/A,tt1231586
N/A,tt0293282
N/A,tt0429086
N/A,tt0199741
N/A,tt0259747
N/A,tt0060278
1 win & 3 nominations.,tt1995304
N/A,tt0026197
N/A,tt0024968
N/A,tt0099310
2 wins & 1 nomination.,tt0059709
1 win & 3 nominations.,tt0102958
2 wins & 7 nominations.,tt1192431
N/A,tt0054768
N/A,tt0054325
N/A,tt0052169
N/A,tt0266010
Nominated for 1 Oscar. Another 12 wins & 5 nominations.,tt1029440
Won 3 Oscars. Another 94 wins & 152 nominations.,tt1024648
3 wins & 21 nominations.,tt1931533
4 nominations.,tt1907731
N/A,tt1349451
3 nominations.,tt1985017
2 wins & 4 nominations.,tt1760967
7 nominations.,tt1872818
N/A,tt0085183
1 win.,tt0120299
N/A,tt0054197
N/A,tt0443284
5 wins & 1 nomination.,tt1250861
N/A,tt2151543
1 win & 1 nomination.,tt0457302
6 wins & 12 nominations.,tt1753813
2 nominations.,tt1704614
4 wins & 3 nominations.,tt2125653
Nominated for 1 BAFTA Film Award. Another 1 win & 9 nominations.,tt2130321
3 nominations.,tt1262863
2 wins & 1 nomination.,tt1867101
6 wins & 9 nominations.,tt1906426
N/A,tt1558972
N/A,tt0056403
N/A,tt0031387
1 win & 1 nomination.,tt0844993
N/A,tt0060082
1 nomination.,tt1232775
N/A,tt1886493
N/A,tt0081417
Nominated for 1 BAFTA Film Award. Another 1 nomination.,tt0043075
N/A,tt1899324
N/A,tt0063169
N/A,tt0046447
N/A,tt0035521
N/A,tt0407888
N/A,tt0129897
N/A,tt0148110
2 nominations.,tt0323495
5 wins.,tt1029340
1 win.,tt1120945
1 win.,tt1490637
3 wins & 2 nominations.,tt1517214
N/A,tt0057238
5 wins.,tt1130087
Nominated for 1 Oscar. Another 13 wins & 19 nominations.,tt2124803
2 wins & 8 nominations.,tt1649444
N/A,tt0032490
10 wins & 33 nominations.,tt1954470
N/A,tt1588886
1 win & 8 nominations.,tt1235142
6 wins & 4 nominations.,tt1817676
N/A,tt1597522
N/A,tt0043744
N/A,tt0043828
3 nominations.,tt2147134
1 win.,tt0455581
N/A,tt0035648
7 wins & 12 nominations.,tt0110785
3 wins & 9 nominations.,tt0463385
3 nominations.,tt2177843
N/A,tt2050633
N/A,tt1059836
5 nominations.,tt0996930
2 wins.,tt2109184
3 wins & 11 nominations.,tt2209386
1 win & 4 nominations.,tt0088395
2 nominations.,tt1699233
7 nominations.,tt1981080
N/A,tt0047832
N/A,tt0062411
1 nomination.,tt0835418
N/A,tt1840388
N/A,tt0458227
N/A,tt0076770
N/A,tt0109784
1 win.,tt0288263
1 nomination.,tt1772271
4 nominations.,tt1712170
2 wins & 2 nominations.,tt2048877
Nominated for 1 Golden Globe. Another 16 wins & 75 nominations.,tt1371111
N/A,tt0107455
N/A,tt0424755
N/A,tt0486560
N/A,tt0357182
3 wins & 2 nominations.,tt1929387
1 win & 1 nomination.,tt1580346
2 wins & 2 nominations.,tt1699185
Nominated for 3 Golden Globes. Another 3 wins & 33 nominations.,tt2132485
2 wins & 2 nominations.,tt2113090
N/A,tt2104994
3 wins & 1 nomination.,tt0469966
8 nominations.,tt0938330
N/A,tt0108518
N/A,tt0929753
N/A,tt0082467
N/A,tt1018817
N/A,tt0041473
19 wins.,tt0981042
1 nomination.,tt2036408
2 wins & 5 nominations.,tt2072241
N/A,tt1239290
1 win.,tt0978569
N/A,tt0089852
N/A,tt0047679
N/A,tt0009976
10 wins & 29 nominations.,tt1723118
4 wins & 5 nominations.,tt1638353
5 wins & 1 nomination.,tt0099729
N/A,tt1629757
N/A,tt1486616
3 nominations.,tt1648179
N/A,tt1507408
N/A,tt0129358
N/A,tt0083283
N/A,tt0110668
N/A,tt0174741
1 win & 16 nominations.,tt1655416
3 wins & 8 nominations.,tt1764234
Won 1 BAFTA Film Award. Another 11 wins & 30 nominations.,tt1966604
3 nominations.,tt1606829
Nominated for 1 Oscar. Another 18 wins & 63 nominations.,tt1866249
1 win.,tt0314325
N/A,tt0996957
N/A,tt0345616
N/A,tt0034092
1 nomination.,tt0056930
2 wins.,tt1297298
N/A,tt0063655
2 nominations.,tt1376233
10 wins & 9 nominations.,tt2092011
N/A,tt0113037
N/A,tt0173443
10 nominations.,tt2063781
1 win.,tt1254696
N/A,tt0796302
1 win.,tt1233599
Nominated for 1 Oscar. Another 33 wins & 41 nominations.,tt1772341
N/A,tt0084268
N/A,tt0171227
N/A,tt0113002
Won 1 Oscar. Another 88 wins & 145 nominations.,tt1045658
Nominated for 2 Oscars. Another 16 wins & 42 nominations.,tt1907668
Nominated for 1 Oscar. Another 18 wins & 6 nominations.,tt2125423
Won 1 Oscar. Another 31 wins & 51 nominations.,tt1781769
Won 4 Oscars. Another 78 wins & 129 nominations.,tt0454876
N/A,tt0031891
2 nominations.,tt1756799
N/A,tt0970965
4 nominations.,tt1258972
11 wins & 3 nominations.,tt2023367
N/A,tt0440410
11 wins & 12 nominations.,tt1984153
2 wins.,tt2073016
N/A,tt1438173
N/A,tt0829176
1 win.,tt1122775
N/A,tt0119710
1 nomination.,tt0067541
1 win & 3 nominations.,tt1870529
1 win & 1 nomination.,tt1713476
N/A,tt1783798
3 nominations.,tt1556243
5 wins & 22 nominations.,tt2172071
2 wins & 4 nominations.,tt1760980
N/A,tt0448120
N/A,tt0137951
N/A,tt1433207
2 nominations.,tt0850677
2 nominations.,tt1226240
N/A,tt0970472
N/A,tt1683921
N/A,tt0024819
N/A,tt0281617
N/A,tt0228054
N/A,tt0276011
2 wins & 1 nomination.,tt1802197
N/A,tt0318641
1 win.,tt0053317
2 nominations.,tt1035729
N/A,tt0499487
N/A,tt1656186
Won 1 Oscar. Another 77 wins & 103 nominations.,tt1602620
N/A,tt1529331
3 wins & 5 nominations.,tt1900893
3 wins & 3 nominations.,tt1800266
1 win.,tt1473063
N/A,tt0066031
1 win & 4 nominations.,tt0415080
N/A,tt0366598
3 wins.,tt0075922
N/A,tt1039646
N/A,tt1753968
N/A,tt1231287
2 wins & 1 nomination.,tt1362058
1 nomination.,tt2124074
11 wins & 7 nominations.,tt1641975
2 nominations.,tt2071441
N/A,tt0083661
N/A,tt1781896
N/A,tt0156182
3 wins & 6 nominations.,tt1942884
5 nominations.,tt2313197
1 win & 2 nominations.,tt1951166
N/A,tt1471171
1 nomination.,tt1291549
Nominated for 3 Primetime Emmys. Another 4 wins & 6 nominations.,tt1844811
3 wins.,tt0302427
2 wins & 2 nominations.,tt1728130
Won 2 Oscars. Another 108 wins & 242 nominations.,tt0443272
1 nomination.,tt1493157
N/A,tt0024851
N/A,tt1285240
N/A,tt1723047
N/A,tt0016669
1 nomination.,tt0094826
N/A,tt1545106
N/A,tt0054731
N/A,tt2145540
1 nomination.,tt1407065
2 wins & 4 nominations.,tt1930371
Nominated for 1 Oscar. Another 10 wins & 13 nominations.,tt2120152
3 wins & 7 nominations.,tt2283748
1 win & 2 nominations.,tt0066415
21 wins & 14 nominations.,tt1673434
1 nomination.,tt1884414
N/A,tt0015684
N/A,tt1807892
3 nominations.,tt0462667
N/A,tt0179641
1 win & 2 nominations.,tt0383046
N/A,tt1715873
N/A,tt1845849
1 win & 4 nominations.,tt1234719
4 wins & 13 nominations.,tt2084098
Nominated for 1 Golden Globe. Another 14 wins & 31 nominations.,tt1446192
N/A,tt0045130
N/A,tt0054734
14 nominations.,tt0855852
N/A,tt0064353
N/A,tt0073418
1 win & 1 nomination.,tt2104852
N/A,tt0395514
1 nomination.,tt0162555
1 nomination.,tt0442207
3 nominations.,tt2006040
N/A,tt0028872
N/A,tt0025129
N/A,tt0053341
1 nomination.,tt1986953
N/A,tt1645164
N/A,tt1667310
7 wins & 2 nominations.,tt1286809
N/A,tt0023491
N/A,tt0029571
N/A,tt0045837
N/A,tt0039054
N/A,tt0056387
4 wins & 15 nominations.,tt1818443
N/A,tt0926317
N/A,tt1422598
N/A,tt0452332
1 win.,tt0128137
N/A,tt0044855
N/A,tt0043514
N/A,tt0043120
2 wins & 3 nominations.,tt2094920
2 nominations.,tt1095423
2 wins & 5 nominations.,tt1531901
N/A,tt1093355
1 win.,tt1650058
Nominated for 1 Primetime Emmy. Another 5 wins & 6 nominations.,tt2262308
1 nomination.,tt1800741
N/A,tt0043150
N/A,tt1598496
N/A,tt1716747
N/A,tt0385330
N/A,tt0297994
N/A,tt0804504
N/A,tt0051881
5 wins.,tt0478216
N/A,tt0039288
2 nominations.,tt1959409
4 wins & 1 nomination.,tt1337366
1 win.,tt2406990
1 win.,tt0239879
N/A,tt0495813
N/A,tt0275413
N/A,tt0489093
Nominated for 1 Primetime Emmy. Another 5 nominations.,tt0353849
N/A,tt0023786
N/A,tt1562849
N/A,tt0030657
1 win.,tt0306355
N/A,tt1340425
N/A,tt1870425
1 nomination.,tt1740053
N/A,tt0041549
N/A,tt0041093
N/A,tt0024854
N/A,tt0080000
N/A,tt0075439
N/A,tt0074747
N/A,tt0075201
N/A,tt0076661
2 wins & 1 nomination.,tt0059050
N/A,tt0059499
1 win.,tt0079002
N/A,tt1693843
11 wins & 7 nominations.,tt1452297
3 wins & 6 nominations.,tt2209300
Won 1 Oscar. Another 2 wins & 2 nominations.,tt2388725
N/A,tt0076227
N/A,tt0077541
N/A,tt0079315
N/A,tt0079484
N/A,tt0080623
2 nominations.,tt0792984
N/A,tt1314240
1 win.,tt0455142
Nominated for 1 Oscar. Another 3 nominations.,tt0092011
1 nomination.,tt0410626
Nominated for 1 Oscar. Another 2 wins & 2 nominations.,tt0082106
N/A,tt0106302
N/A,tt0066674
N/A,tt1326839
N/A,tt1928330
N/A,tt1242447
1 nomination.,tt2281069
N/A,tt1492820
N/A,tt0079509
N/A,tt0085864
1 win.,tt1839591
N/A,tt1144579
1 win.,tt1649780
10 wins & 10 nominations.,tt1821641
N/A,tt0101869
N/A,tt2062645
Nominated for 1 Oscar. Another 4 wins & 28 nominations.,tt0975645
16 wins & 19 nominations.,tt2177511
N/A,tt0104516
N/A,tt0070356
N/A,tt0347718
2 wins & 2 nominations.,tt0075939
N/A,tt0094644
6 wins & 11 nominations.,tt1798188
1 win & 2 nominations.,tt1483797
N/A,tt0039472
N/A,tt0030302
N/A,tt0033780
N/A,tt0101522
N/A,tt0264813
N/A,tt2069830
N/A,tt1679681
1 win & 1 nomination.,tt0086605
1 nomination.,tt0482461
6 wins & 4 nominations.,tt1714205
1 win & 2 nominations.,tt1922561
1 nomination.,tt0089177
N/A,tt0090342
N/A,tt0331541
4 wins.,tt0246278
N/A,tt0163494
N/A,tt0066798
N/A,tt0226418
N/A,tt0015589
4 wins & 7 nominations.,tt1772230
1 nomination.,tt1478291
1 nomination.,tt0079891
N/A,tt0086301
1 win & 2 nominations.,tt1737122
N/A,tt0418879
1 nomination.,tt0091607
N/A,tt1876446
N/A,tt0031972
Nominated for 5 Primetime Emmys. Another 2 wins & 2 nominations.,tt0221300
10 wins & 22 nominations.,tt2178941
N/A,tt1979172
N/A,tt0030371
N/A,tt0035068
N/A,tt0041662
Nominated for 3 Oscars. Another 10 wins & 72 nominations.,tt0903624
N/A,tt0393493
N/A,tt1595364
2 nominations.,tt2354103
N/A,tt0096507
N/A,tt0095542
N/A,tt0097775
N/A,tt0108624
N/A,tt2331880
Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,tt1477855
N/A,tt1132449
N/A,tt0057230
1 win.,tt1034090
N/A,tt1954352
2 nominations.,tt0113153
1 win & 1 nomination.,tt0110463
1 nomination.,tt0120530
2 nominations.,tt0163818
N/A,tt0077772
1 nomination.,tt0431827
N/A,tt0074524
N/A,tt1241017
1 win.,tt1986204
11 wins & 7 nominations.,tt2014392
2 nominations.,tt1242521
2 wins & 6 nominations.,tt1132607
N/A,tt1528224
N/A,tt0471239
1 nomination.,tt0492337
2 wins & 3 nominations.,tt1934269
N/A,tt0869155
1 nomination.,tt1550902
N/A,tt0091935
N/A,tt0048517
N/A,tt1129420
35 wins & 21 nominations.,tt2082197
1 win.,tt0262414
Won 1 Oscar. Another 87 wins & 171 nominations.,tt1790885
31 wins & 17 nominations.,tt2190367
1 win.,tt2253947
Nominated for 1 Oscar. Another 9 wins & 3 nominations.,tt1579361
4 wins & 11 nominations.,tt2099556
N/A,tt0000012
2 nominations.,tt0373690
1 win.,tt0114732
N/A,tt1286147
N/A,tt1323044
1 nomination.,tt0063127
1 nomination.,tt0077547
4 wins & 2 nominations.,tt1867566
1 win.,tt1925431
1 win & 10 nominations.,tt1588173
N/A,tt0815165
1 win.,tt0780503
N/A,tt1943747
1 nomination.,tt1027820
3 wins & 4 nominations.,tt0112387
2 nominations.,tt0349225
7 nominations.,tt1901040
4 wins & 4 nominations.,tt2125698
4 nominations.,tt1836987
20 wins & 26 nominations.,tt1393746
3 wins & 3 nominations.,tt1989475
1 nomination.,tt0377990
1 win & 2 nominations.,tt0411117
N/A,tt0066952
2 wins & 2 nominations.,tt2112293
2 wins & 9 nominations.,tt1629376
1 nomination.,tt0468683
N/A,tt0068294
N/A,tt0026835
3 nominations.,tt1540128
N/A,tt0028118
N/A,tt1124397
N/A,tt1024856
N/A,tt0284519
1 nomination.,tt1694020
N/A,tt0063013
3 wins & 2 nominations.,tt1965065
1 win & 5 nominations.,tt0790724
Won 2 Oscars. Another 56 wins & 151 nominations.,tt1853728
2 wins & 11 nominations.,tt1758830
N/A,tt0260155
N/A,tt0097550
2 nominations.,tt0067991
2 wins & 3 nominations.,tt0087250
N/A,tt0295052
N/A,tt0113376
1 nomination.,tt1792647
Nominated for 1 Oscar. Another 27 wins & 67 nominations.,tt1649419
N/A,tt0057916
Won 3 Oscars. Another 81 wins & 172 nominations.,tt1707386
N/A,tt0074569
1 win & 4 nominations.,tt1863323
N/A,tt0061414
2 wins.,tt1791614
N/A,tt2087878
N/A,tt0450326
N/A,tt0115813
N/A,tt0054296
1 nomination.,tt1588412
3 wins & 3 nominations.,tt1230215
Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,tt1441951
N/A,tt2347497
N/A,tt1577883
1 nomination.,tt1174034
N/A,tt0182357
N/A,tt0034091
1 win & 1 nomination.,tt1447479
N/A,tt0079514
1 win.,tt0073946
1 win.,tt0125301
N/A,tt1562563
N/A,tt0025829
N/A,tt0028315
N/A,tt0031995
1 win & 7 nominations.,tt2042432
N/A,tt0419673
1 win.,tt0415607
1 nomination.,tt1999995
1 win & 2 nominations.,tt1865425
N/A,tt0077827
N/A,tt0039892
N/A,tt0906599
1 win.,tt2119474
8 wins & 26 nominations.,tt1600207
N/A,tt0101256
N/A,tt0100975
N/A,tt0115006
N/A,tt2205401
N/A,tt0049224
4 wins & 5 nominations.,tt0179841
N/A,tt2397471
N/A,tt0934446
N/A,tt2072141
N/A,tt0098350
2 wins & 2 nominations.,tt1610516
8 nominations.,tt2208144
N/A,tt0938666
2 wins & 3 nominations.,tt1252380
1 nomination.,tt1447972
N/A,tt0084424
1 win.,tt1727506
3 wins & 4 nominations.,tt1270120
1 win.,tt0374275
1 win.,tt0138764
1 win.,tt0113662
N/A,tt1305869
4 wins & 7 nominations.,tt1374985
7 wins & 2 nominations.,tt1838571
1 win & 4 nominations.,tt1047540
1 win.,tt2343713
1 win & 1 nomination.,tt1719634
2 wins & 6 nominations.,tt1783732
N/A,tt1649433
2 wins.,tt1680059
N/A,tt0041187
N/A,tt1422786
1 nomination.,tt1529666
1 nomination.,tt1998399
2 wins & 3 nominations.,tt1746264
10 wins & 17 nominations.,tt2380247
N/A,tt1748227
1 win.,tt1313145
1 nomination.,tt1811315
N/A,tt1836212
N/A,tt0447221
1 win & 1 nomination.,tt2129930
1 win.,tt2287749
19 wins & 21 nominations.,tt1754078
1 nomination.,tt0280474
N/A,tt0091621
2 nominations.,tt0790618
1 win & 3 nominations.,tt1754853
N/A,tt0053458
N/A,tt0033288
N/A,tt1570594
N/A,tt0374764
N/A,tt1194242
N/A,tt1678051
2 nominations.,tt1979319
N/A,tt0230534
1 nomination.,tt1757746
N/A,tt1303233
1 nomination.,tt2294729
N/A,tt0050709
N/A,tt0044907
N/A,tt0034514
1 nomination.,tt0348254
N/A,tt0373873
3 wins.,tt0071163
1 nomination.,tt1609790
3 wins & 6 nominations.,tt2091473
10 wins & 1 nomination.,tt0364556
N/A,tt1821427
N/A,tt0140826
N/A,tt0071357
N/A,tt0066053
2 wins.,tt0907848
1 nomination.,tt0102394
1 win.,tt1039786
3 wins & 1 nomination.,tt1242642
N/A,tt0072814
1 win.,tt1500512
N/A,tt1634300
N/A,tt1579236
3 nominations.,tt0857190
8 wins & 15 nominations.,tt2181931
2 wins & 1 nomination.,tt1244666
N/A,tt1276947
N/A,tt0105598
1 nomination.,tt0491587
N/A,tt0039806
1 nomination.,tt0069466
N/A,tt1946289
N/A,tt1877893
1 win.,tt0159241
N/A,tt0068606
1 win.,tt0089018
12 wins & 11 nominations.,tt2085002
N/A,tt0881909
N/A,tt1675161
1 win.,tt2083379
N/A,tt0246520
2 nominations.,tt0486636
N/A,tt1038045
2 nominations.,tt1921070
N/A,tt0361856
N/A,tt1754351
1 win.,tt1561770
N/A,tt0024549
2 wins.,tt1446695
2 wins & 7 nominations.,tt1572315
N/A,tt1329177
N/A,tt1853555
5 nominations.,tt1321870
6 wins & 6 nominations.,tt2112131
2 wins.,tt0496350
1 nomination.,tt0256341
N/A,tt0283999
N/A,tt0088379
2 wins & 1 nomination.,tt1381404
1 win.,tt1483756
4 nominations.,tt1867093
N/A,tt1915570
2 wins.,tt1491044
2 nominations.,tt1510918
N/A,tt0093465
N/A,tt0131046
1 nomination.,tt1567736
2 nominations.,tt2396224
N/A,tt0893346
1 win & 1 nomination.,tt2243537
N/A,tt1130969
4 nominations.,tt0148573
3 wins & 4 nominations.,tt1327628
7 wins & 5 nominations.,tt2332881
N/A,tt1117386
3 wins & 4 nominations.,tt2057455
5 wins & 5 nominations.,tt1618399
4 wins & 2 nominations.,tt1931388
1 win & 1 nomination.,tt2166834
N/A,tt0086877
7 wins & 16 nominations.,tt2258281
N/A,tt1961324
N/A,tt1739212
N/A,tt1007026
3 wins & 4 nominations.,tt1268989
N/A,tt0239921
3 nominations.,tt1956594
10 wins & 10 nominations.,tt2062969
Won 3 Primetime Emmys. Another 4 wins & 8 nominations.,tt2111478
N/A,tt2366308
N/A,tt0077630
2 nominations.,tt1762248
N/A,tt0070928
N/A,tt0431420
N/A,tt0800095
Nominated for 1 Primetime Emmy. Another 3 nominations.,tt0905345
1 win.,tt1507261
1 nomination.,tt1315216
N/A,tt1710573
2 nominations.,tt2004262
1 win & 3 nominations.,tt2053352
1 win & 5 nominations.,tt0834938
N/A,tt0499238
N/A,tt0107519
N/A,tt1135941
3 wins & 11 nominations.,tt2150332
2 wins & 10 nominations.,tt0475750
1 win & 2 nominations.,tt1549920
11 wins & 18 nominations.,tt2023587
1 win & 1 nomination.,tt1054113
5 wins & 34 nominations.,tt2084989
N/A,tt0022882
N/A,tt1835920
N/A,tt1511532
1 win & 3 nominations.,tt2024396
N/A,tt1418712
N/A,tt0293525
N/A,tt0070000
N/A,tt0339312
N/A,tt1235522
N/A,tt1213832
N/A,tt0122565
9 wins & 20 nominations.,tt2082221
4 wins & 8 nominations.,tt2115295
N/A,tt0285182
6 wins & 9 nominations.,tt2073029
3 wins & 3 nominations.,tt1913002
8 wins & 8 nominations.,tt1770734
1 win & 4 nominations.,tt2112287
3 wins.,tt1995341
N/A,tt0061080
N/A,tt0064179
N/A,tt0051143
N/A,tt0189525
1 nomination.,tt1787810
N/A,tt1758570
9 wins & 6 nominations.,tt2120779
1 win.,tt0995033
7 wins & 8 nominations.,tt2011953
5 nominations.,tt2040281
2 wins & 1 nomination.,tt1806911
Nominated for 4 Primetime Emmys. Another 2 wins.,tt2370140
13 wins & 19 nominations.,tt1211890
N/A,tt0267989
N/A,tt0050470
2 nominations.,tt1842793
2 nominations.,tt1710590
N/A,tt0185048
4 nominations.,tt1989593
N/A,tt0009652
1 nomination.,tt1465478
6 wins & 9 nominations.,tt1937339
1 win & 1 nomination.,tt1606384
N/A,tt1911553
1 win.,tt1192624
1 win.,tt2066922
N/A,tt1325723
15 wins & 8 nominations.,tt0123328
N/A,tt0074356
1 nomination.,tt0054495
4 wins & 5 nominations.,tt1333125
N/A,tt0874289
N/A,tt0110667
N/A,tt0036005
N/A,tt1988591
N/A,tt1003113
2 wins.,tt0171587
7 wins & 3 nominations.,tt1376422
N/A,tt0119418
2 nominations.,tt2152198
1 nomination.,tt1904996
1 nomination.,tt1702016
32 wins & 24 nominations.,tt2008006
2 wins & 2 nominations.,tt1542486
1 nomination.,tt1827578
4 wins & 1 nomination.,tt0168845
2 wins & 2 nominations.,tt0106217
2 wins & 2 nominations.,tt1734548
4 nominations.,tt1667130
11 wins & 18 nominations.,tt2023690
1 win & 1 nomination.,tt1399210
3 wins & 4 nominations.,tt1428538
Won 1 Oscar. Another 1 win & 1 nomination.,tt0042650
N/A,tt1193626
N/A,tt1291547
1 win.,tt0057846
N/A,tt1488598
N/A,tt1584131
N/A,tt1919017
5 wins & 6 nominations.,tt2035630
2 wins & 2 nominations.,tt2070768
1 win.,tt2507488
N/A,tt0102129
N/A,tt2274356
1 win.,tt0965382
1 nomination.,tt0359078
N/A,tt1223379
N/A,tt0068371
Nominated for 5 Primetime Emmys. Another 1 win & 5 nominations.,tt0293437
1 win & 2 nominations.,tt2113113
N/A,tt1913030
1 nomination.,tt1853643
N/A,tt0060866
N/A,tt0060760
2 nominations.,tt1533818
1 win & 1 nomination.,tt0030337
1 win & 7 nominations.,tt1869716
N/A,tt1670995
1 win & 1 nomination.,tt1047490
N/A,tt0071627
N/A,tt1670226
N/A,tt0074343
N/A,tt0075875
2 nominations.,tt0459668
25 wins & 6 nominations.,tt2106671
6 wins & 5 nominations.,tt2245049
1 win & 4 nominations.,tt1556690
N/A,tt0059859
N/A,tt1807950
47 wins & 55 nominations.,tt1854513
1 win & 5 nominations.,tt1677082
18 wins & 40 nominations.,tt2153963
N/A,tt2239400
1 nomination.,tt2035599
N/A,tt1885335
N/A,tt0242424
N/A,tt0075242
1 nomination.,tt1337103
5 wins & 8 nominations.,tt1442584
