first_name,last_name,actor_id
 Christy Carlson,Romano,a66603
 Ashley,Jensen,a40038
 Ben,Turpin,a77309
Jackie,Cooper,a19579
 Robert,Coogan,a19440
 Mitzi,Green,a32724
 Jackie,Searl,a69605
Milo,O'Shea,a59079
 Paul,Massie,a52015
 Lois,Wheeler,a80494
Harry,Carey,a15429
 Edwina,Booth,a11266
 Duncan,Renaldo,a65120
 Mutia,Omoolu,a59548
 Edgar,Dearing,a22322
 Michael,Smiley,a71788
Eric,Porter,a63022
 Angharad,Rees,a64890
 Keith,Bell,a8225
 Ryeowon,Jung,a41293
 Yeong-seo,Park,a60686
 Mi-kyeong,Yang,a82249
 Robinson,Stévenin,a73963
 Jacob,Latimore,a46620
Paco Martínez,Soria,a72397
 Mónica,Randall,a64375
 Mabel,Karr,a42037
 Florinda,Chico,a17567
 Luis,Prendes,a63313
 Ritza,Brown,a13214
Lucy,Holt,a37333
 Amy,Shiels,a70668
 David,Sterne,a73301
 Antonia,Bernath,a9096
Brian,Geraghty,a30775
 Stephen,Moyer,a56279
Steve,Oliver,a59442
 Donna,Anders,a2776
 Billy,Gray,a32600
 Misael,Saavedra,a67727
 Carlos,Landini,a46246
 Jorge,Franceschelli,a28809
William S.,Burroughs,a14068
 Genesis,P-Orridge,a60014
 Eliot,Spitzer,a72716
 Hulbert,Waldroup,a79242
 Lloyd,Constantine,a19387
Mia,Stallard,a72892
 Jeremy,Owen,a59949
Gustav Fischer,Kjærulff,a44028
 Sebastian Bull,Sarning,a68580
 Mads Broe,Andersen,a2797
 Julián,Ugarte,a77496
 Marie,Bunel,a13798
Kim,Novak,a58561
 Iwona,Petry,a61971
 Pawel,Burczyk,a13837
Michael,Blevis,a10464
 Carlos,Richardson,a65528
 Lisa,Fusco,a29615
 Steven C.,Stewart,a73426
 Sheng,Fu,a29358
 Kara,Wai,a79171
Melih,Selcuk,a69762
 Riza,Akin,a1359
 Ben,Barenholtz,a6660
 Alejandro,Jodorowsky,a40322
 Alan,Douglas,a24072
Isabelle,Carré,a15797
 Louis-Ronan,Choisy,a17805
 Pierre,Louis-Calixte,a49211
Jean-Bernard,Guillard,a33417
 Philippe,Deplanche,a22734
 Nadège,Clair,a18242
 Lisa,Lyon,a49819
Francisco,Reiguera,a65028
 Pepe,Mediavilla,a53502
 Juan Carlos,Ordóñez,a59645
 Cunxin,Pu,a63594
 Rudolf,Lettinger,a47820
Paul,Biensfeldt,a9631
 Meinhart,Maur,a52329
 Irina,Saltykova,a68130
Blanche,Sweet,a74455
Soraya,Omar-Scego,a59536
 Idriss Abdillahi,Houfaneh,a37675
 Awa Saïd,Darar,a21605
 Roun Daher,Aïnan,a5325
 Lynsey,Baxter,a7603
 Perdita,Weeks,a80074
 Simon,Cadell,a14602
Rainie,Yang,a82264
 Kris,Shen,a70512
 Jay,Shih,a70682
 Luis,Ciges,a18162
 Pierre,Boffety,a10799
 Hyeon-Soo,Yeo,a82395
 Soo-hyun,Hong,a37387
 Stewart,Scudamore,a69572
 James Krishna,Floyd,a28237
Heinz,Rühmann,a67693
 Karin,Himboldt,a36725
 Hilde,Sessak,a69995
 Erich,Ponto,a62915
Neri,Marcorè,a51237
 Vanessa,Incontrada,a38845
 Nino,D'Angelo,a21109
 Sara,Montiel,a55480
Topher,Grace,a32357
Takako,Matsu,a52170
 Masaki,Okada,a59303
 Yukito,Nishii,a58228
 Lisa,Thoreson,a75881
 Florence,Kastriner,a42139
Joseph,Muir,a56347
 Josef,Altin,a2403
 Ashley,Artus,a4356
 Alexi Kaye,Campbell,a14975
Yorgo,Voyagis,a78981
 Mohammed,Lakhdar-Hamina,a46044
 Leila,Shenna,a70520
 Cheikh,Nourredine,a58544
Alida,Valli,a77896
 Jussi,Vatanen,a78115
 Timo,Lavikainen,a46777
 Bill,Baize,a5833
 Estell,Brown,a13135
Catherine,Scorsese,a69448
 Charles,Scorsese,a69446
 Michael,Algieri,a1887
 Bram,Barouh,a6892
 Dana,Barron,a7024
Leonardo,Villar,a78628
 Dionísio,Azevedo,a5271
 Geraldo Del,Rey,a65270
Joshua,Zeman,a83075
 Barbara,Brancaccio,a12155
 Bill,Ellis,a25811
 Dorothy,D'Eletto,a21129
 István,Göz,a33801
 Bence,Gerö,a30866
 Denis,O'Hare,a58952
 Dianna,Agron,a993
J. Parker Bazzle,II,a38560
 Big &,Rich,a65464
 Ponty's,Camper,a15065
 Derek Wayne,Castle,a16190
Olga,Kurylenko,a45534
 Zohar,Shtrauss,a70926
 Ninet,Tayeb,a75195
 Reymonde,Amsallem,a2704
Charles,Abourezk,a308
 Dave Bald,Eagle,a25130
 Lawrence,Bayne,a7640
 Edgar Bear,Runner,a67344
Seung-won,Cha,a16584
 Seung-Hyun,Choi,a17778
 Seung-woo,Kim,a43550
 Ramon,Rodriguez,a66362
 Cory,Hardrict,a34802
Peter,Wyngarde,a82001
 Margaret,Johnston,a40587
 Madeleine,Ozeray,a60001
 Robert,Arnoux,a4214
 Roland,Toutain,a76638
 Nanami,Sakuraba,a67985
 Mitsuki,Tanimura,a75019
 Takahiro,Yokokawa,a82478
James,Baldwin,a6103
 Pau,Casals,a15979
Mae,Murray,a56691
 Josephine,Crowell,a20553
 Kiko,Mizuhara,a55062
 Kengo,Kôra,a45728
Trishelle,Cannatella,a15154
 Ginny,Weirick,a80155
 Maitland,McConnell,a52741
 George,Takei,a74812
N/A,Jeezy,a39944
 Lahmard J.,Tate,a75128
Hideki,Gôko,a33779
 Itsuo,Watanabe,a79793
 Makoto,Miyagawa,a55018
 Takeo,Terashita,a75449
Sterling,Holloway,a37244
 Hal,Smith,a71873
 Howard,Morris,a55990
 Elisabeth,Harnois,a34922
Kate,Melton,a53711
 Hayley,Kiyoko,a44009
 Robbie,Amell,a2604
 Nick,Palatas,a60211
 Hywel,Bennett,a8618
Dan,Ashley,a4548
 Pablo,Fajardo,a26782
 Kent,Robertson,a66098
 German,Yanez,a82236
John,Conyers,a19433
 Clint,Curtis,a20900
 Bob,Fitrakis,a27968
 Brad,Friedman,a29191
Nicholas,Blandullo,a10357
 Sofía,Viruboff,a78731
 James,Martin,a51685
 Omar,Metwally,a54055
 Chi-Kwong,Cheung,a17466
David,Lawrence,a46863
 Jamil,Jabril,a39351
 Paul,Spence,a72622
 Rose,Martin,a51707
Mark,Gantt,a30080
 Vanessa,Marcil,a51225
 Gabriel,Tigerman,a76055
Robbie,Amell,a2606
 Kate,Melton,a53710
 Ekaterina,Vilkova,a78590
 Viktor,Verzhbitskiy,a78429
 Danny A.,Abeckaser,a213
Wyatt,Cenac,a16497
 Tracey,Heggins,a35834
 Elizabeth,Acker,a469
 Melissa,Bisagni,a9904
Masami,Nagasawa,a57053
 Dori,Whitaker,a80525
 Paul,Winchell,a81260
Makhouredia,Gueye,a33380
 Ynousse,N'Diaye,a56962
 Isseu,Niang,a57955
 Serigne,N'Diayes,a56963
Mónica,López,a49905
 Alex,Brendemühl,a12451
 Zuzana,Bydzovská,a14347
 Ladislav,Sedivý,a69654
 Scott,Lowell,a49318
Makoto,Shinkai,a70772
 Mika,Shinohara,a70780
 Dylan,Roberts,a66022
 Gene,Dinovi,a23388
Ronn,Moss,a56165
 Dona,Speir,a72607
 Hope Marie,Carlton,a15529
 Harold,Diamond,a23119
 Irandhir,Santos,a68470
María,Valverde,a77933
 Letizia,Ciampa,a18127
 Primo,Reggiani,a64950
 Fabrizia,Sacchi,a67775
Kyle,Davis,a22017
 Devin,McGinn,a53001
 Matt,Bauer,a7526
 Honor,Bliss,a10485
Jason,Cottle,a19975
 Casey,Curran,a20854
 Ethan,Atkinson,a4788
 Patrick,McKnight,a53238
Paula,Antebi,a3403
 Will,Barnet,a6842
 Robert,Barry,a7067
 Lynda,Benglis,a8548
Conrad,Anker,a3313
 Susan,Robertson,a66106
 Robert,Macfarlane,a50163
 Peter,Gillman,a31244
 Abbey,Lincoln,a48318
Anne,Shirley,a70821
Natives of the,Wild,a80793
 Wild,Beasts,a7756
 The,Jungle,a41312
N/A,Kru,a45184
 Sergio Di,Zio,a83300
 Jean,Clottes,a18603
 Julien,Monney,a55351
 Jean-Michel,Geneste,a30689
 Michelle,Ang,a3195
Otto,Jespersen,a40122
 Glenn Erland,Tosterud,a76599
 Johanna,Mørck,a56932
 Tomas Alf,Larsen,a46528
Mia,Wasikowska,a79769
 Su,Elliot,a25766
 Holliday,Grainger,a32443
 O.P.,Heggie,a35833
Delia,Budeanu,a13658
 Paula,Ciupitu,a18222
 Zina,Dumitrescu,a24647
 Adrian,Sangeorzan,a68366
Miodrag,Belodedic,a8380
 Grigore,Munteanu,a56525
 Niculae,Petrisor,a61936
 Constantin,Stroe,a73819
Shaun,White,a80606
 Travis,Pastrana,a60947
 Ricky,Carmichael,a15564
 Danny,Way,a79914
Sky,Ferreira,a27504
 Cody,Ray,a64624
 Dustin,Ray,a64625
 James Siebor,Jr.,a41082
 Zach,Cohen,a18828
 Iftach,Ophir,a59607
 Min,Tanaka,a74964
 Takeo,Nakahara,a57154
José,Wilker,a80844
 Fábio,Jr.,a41062
 Zaira,Zambelli,a82908
Larry,Adler,a801
 Bobbie,Arnstein,a4216
 Count,Basie,a7270
Shigeki,Uda,a77467
 Machiko,Ono,a59572
 Kanako,Masuda,a52064
Nazmi,Kirik,a43863
 Newroz,Baz,a7658
 Mizgin,Kapazan,a41820
 Ara,Güler,a33805
 Zeta,Makrypoulia,a50648
 Alex,Dimitriades,a23354
Miquita,Oliver,a59440
 Rick,Edwards,a25380
 Felicity,Jones,a40668
Julia,Koschitz,a44750
 Felix,Hellmann,a35951
 Katharina M.,Schubert,a69270
 Leopold,Hornung,a37562
Indio,Apachaca,a3585
 Alejandro,Awada,a5138
 Lucrecia,Capello,a15248
 Ivana,Baquero,a6488
Francesc,Colomer,a19126
 Jhon,Mejía,a53629
 Marina,Comas,a19171
 Nora,Navas,a57461
 Harry,Stubbs,a73902
 Eleanor,Griffith,a33006
Hal,Smith,a71992
 Ralph,Wright,a81870
Josef,Ostendorf,a59810
 Wioletta,Breskic,a12504
 Jonas,Laiblien,a45998
 Phillip,Klinkner,a44142
 George,O'Brien,a58785
 Louise,Fazenda,a27165
Tobias,Zilliacus,a83256
 Christoffer,Weiss,a80162
 Kim,Gustafsson,a33583
 Wolf,Roth,a66998
 Gennadi,Vengerov,a78269
Ailsa,Marshall,a51601
 Michael,McLafferty,a53244
 David,Higlen,a36595
 Brad,Culver,a20748
Akitoshi,Ashida,a4527
 Hiroki,Hashimoto,a35305
 Noriko,Kato,a42187
 Yo,Kawamorita,a42316
Toula,Stathopoulou,a73041
 Yannis,Totsikas,a76601
 Thanos,Grammenos,a32450
 Petros,Hoedas,a37024
Jonathan,Cake,a14686
 Joely,Collins,a19048
 Kevin,Otto,a59870
 Royston,Stoffels,a73530
David,Anderle,a2772
 Mike,Bender,a8478
 Jackie,Burch,a13824
Angus,MacLane,a50087
 Tessa,Swigart,a74473
Nina,Chernova,a17426
 A.,Ugrjumov,a77503
 V.,Demert,a22571
 V.,Brianski,a12579
Vera,Karalli,a41915
 Aleksandr,Kheruvimov,a43244
 Vitold,Polonsky,a62862
 Andrej,Gromov,a33137
Elena,Serrano,a69966
 Eduard,Farelo,a26933
 Iris,Aneas,a3191
 Santiago,Bottino,a11584
 Tere,Velázquez,a78252
 Joaquín García,Vargas,a78033
 Domingo,Soler,a72213
 Alan,Dukes,a24616
 Alex,Thompson,a75774
 Harrison,Gilbertson,a31146
 Will,Tiao,a75988
Ayrton,Senna,a69865
 Alain,Prost,a63523
 Frank,Williams,a80945
 Ron,Dennis,a22683
 Takeshi,Kaga,a41487
 Shidô,Nakamura,a57186
 Erika,Toda,a76240
George,Becali,a7841
 George,Copos,a19615
 Dan,Diaconescu,a23095
 Ioan,Niculae,a58058
 Ty,Simpkins,a71341
Charles,Coburn,a18691
 Tom,Drake,a24266
 Pasha,Ebrahimi,a25227
 Robb,Wells,a80260
 Brian,Downey,a24175
 Phillips,Holmes,a37286
 Anita,Björk,a10038
 Rita,Gam,a29991
 Sota,Aoyama,a3580
 David,Bueno,a13684
 Shunji,Fujimura,a29419
 Richard,Lawson,a46888
 Natasha,Yarovenko,a82314
 Rosamund,John,a40388
Ali,Suliman,a74090
 Maisa Abd,Elhadi,a25704
 Elia,Suleiman,a74084
Jonas,Inde,a38849
 Peter,Gardiner,a30205
 Benny,Haag,a33840
Sari,Mällinen,a56884
 Hannes,Suominen,a74215
Karl,Geary,a30576
Mark,Meir,a53608
 Sydney,Andrews,a3109
 Stephen Taylor,Fry,a29323
 Dan,Braverman,a12338
 Dick,Russell,a67412
 Stan,Kaplan,a41835
Nika,Futterman,a29629
Ben,Phillips,a62162
 Anthony,Jenkins,a39995
 Christopher Corey,Smith,a71841
 Casey,Robinson,a66146
Jackie,Debatin,a22330
 Eric,Etebari,a26428
 Jonathon,Klein,a44070
James,Rolleston,a66573
 Te Aho,Eketone-Whitu,a25616
 Taika,Waititi,a79188
 Moerangi,Tihore,a76059
 Éveline,Gélinas,a33747
 Paul-André,Brasseur,a12279
 Devon,Bostick,a11532
Lina,Romay,a66627
 Alice,Arno,a4159
 Monica,Swinn,a74477
 Nelly,Frijda,a29248
Kemal,Sunal,a74186
 Sener,Sen,a69837
 Halit,Akçatepe,a1434
 Hale,Soygazi,a72513
 Münir,Özkul,a83559
 Tarik,Akan,a1287
 Kaley,Cuoco,a20833
Edda,Barends,a6659
 Henriëtte,Tol,a76326
 Cox,Habbema,a33885
Félix,Lajkó,a46023
 Orsolya,Tóth,a77423
 Lili,Monori,a55358
 Sándor,Gáspár,a33732
Yuriy,Chursin,a18105
 Vitaliy,Khaev,a43103
 Marat,Basharov,a7255
 Olga,Demidova,a22582
Maru,Valdivielso,a77816
 Christian,Casas,a15998
 Roger,Babià,a5397
 Pau,Poch,a62692
Alexander,Fehling,a27216
 Ryszard,Ronczewski,a66673
 Barbara,Wysocka,a82018
 Piotr,Rogucki,a66507
Raizô,Ichikawa,a38653
 Yôichi,Funaki,a29547
Camila,Toker,a76313
 Ignacio,Uslenghi,a77700
 Juan Cruz Díaz la,Barba,a6535
 Natacha,Massera,a51998
Tayfun,Akalin,a1284
 Tuncay,Akça,a1432
 Sitki,Akçatepe,a1435
Sílvia,Gracia,a32362
 Iñaki,Aierra,a1169
 Rafael,Díaz,a25085
 Carmen,Ávila,a83473
Sevda,Aktolga,a1422
 Ahmet,Ariman,a3953
 Aysen,Gruda,a33218
 Cem,Gürdap,a33820
Türkan,Soray,a72380
 Kadir,Inanir,a38837
 Ahmet,Mekin,a53635
 Hülya,Tuglu,a77171
Darci,Kistler,a43956
 Damian,Woetzel,a81484
 Kyra,Nichols,a57995
 Wendy,Whelan,a80508
Jianbin,Chen,a17334
Manjinder,Virk,a78717
 Natalie,Gavin,a30510
 Parvani,Lingiah,a48443
Mónica Del,Carmen,a15552
 Armando,Hernández,a36300
 Diego,Chas,a17086
Hassan,Darabi,a21603
 Masud,Zandbegleh,a82919
 Mostafa,Tari,a75080
 Ikki,Sawamura,a68790
Miranda,Colclasure,a18887
 Suzanne,Ramsey,a64335
 Dirty,Martini,a51790
 Julie Atlas,Muz,a56769
Evan,Ross,a66927
 Stephanie,Lugo,a49487
 Maurice,Blake,a10254
 Omar,Regan,a64938
Koko,Koko,a44480
 Penny,Patterson,a61069
 Saul,Kitchener,a43982
 Carl,Pribram,a63383
 Paul,Hopkins,a37474
Nadia,Litz,a48599
 Nikki,Barnett,a6853
 Adrien,Dixon,a23482
 P.J.,Crosby,a20492
Inga,Landgré,a46237
 Stig,Olin,a59399
 Marianne,Löfgren,a49913
 Dagny,Lind,a48327
Nine-Christine,Jönsson,a41405
 Bengt,Eklund,a25621
 Mimi,Nelson,a57666
 Berta,Hall,a34189
Bryce,Johnson,a40542
 Cole,Williams,a80926
 Rain,Phoenix,a62190
 Katherine,Ellis,a25823
Gustav,Diessl,a23258
 Leni,Riefenstahl,a65655
 Ernst,Petersen,a61850
 Ernst,Udet,a77470
Haruko,Sugimura,a74045
 Sadako,Sawamura,a68793
 Chikako,Hosokawa,a37643
 Vicky,Krieps,a45094
Sally,Gray,a32649
 René,Ray,a64638
 Natasa,Janjic,a39736
 Predrag,Vasic,a78080
 Arturo,Beristáin,a8991
 Diana,Bracho,a11990
Martin,Fischer,a27912
Huub,Smit,a71808
 Tim,Haars,a33867
 Wesley van,Gaalen,a29673
 Steffen,Haars,a33866
James,Burke,a13930
Pihla,Viitala,a78555
N/A,Nae,a57023
 Terence,Anderson,a2902
 Miranda,Hennessy,a36109
Joel,Kinnaman,a43788
 Matias,Varela,a78011
 Dragomir,Mrsic,a56302
 Lisa,Henni,a36113
Shawn,Doyle,a24214
 Julia,Kennedy,a42851
 Jonny,Harris,a35011
Noomi,Rapace,a64458
 Ola,Rapace,a64457
 Outi,Mäenpää,a56868
Carl Reinhold,Bråkenhjelm,a13535
 Mikael,Jensen,a40044
 Berit,Lundqvist,a49607
 Mel,Tormé,a76509
 Roy,Firestone,a27876
Bill,Hicks,a36521
 Dwight,Slade,a71662
 Mary,Hicks,a36513
 Steve,Hicks,a36518
Lucy,Hale,a34156
 Shenae,Grimes-Beech,a33072
 Dane,Farwell,a27075
Karen,Disher,a23443
 Jason,Fricchione,a29166
 Sofia Scarpa,Saldanha,a68028
Mélanie,Thierry,a75651
 Andrew,Ray,a64621
 Betty Lou,Holland,a37189
Gary,Cole,a18929
Chris,Hemsworth,a36019
 Tom,Hiddleston,a36542
 Ludwig,Donath,a23814
Louis,C.K.,a14540
Taylor,Schilling,a69043
 Grant,Bowler,a11814
 Edi,Gathegi,a30452
Örvar Jens,Arnarsson,a4122
 Rúrik,Haraldsson,a34745
 Sigrún,Hjálmtýsdóttir,a36922
 Orri,Helgason,a35928
Gísli,Halldórsson,a34270
 Sigríður,Hagalín,a33983
 Baldvin,Halldórsson,a34268
 Björn,Karlsson,a42000
 Rachel,Dratch,a24291
Claudio,Bisio,a9955
 Alessandro,Siani,a70989
 Chase,Ellison,a25843
 Kobe,Bryant,a13484
 Tony,Parker,a60739
 Lamar,Odom,a59171
 William 'Stage',Boyd,a11893
Ana Cristina de,Oliveira,a59419
 Nuno,Gil,a31112
 João,Carreira,a15710
 Teresa,Madruga,a50341
Shabnam,Toloui,a76359
 Pegah,Ferydoni,a27582
 Arita,Shahrzad,a70148
 Chafia,Boudraa,a11642
Selim,Makaroglu,a50595
 Serpil,Ozcan,a59999
 Nadir,Saribacak,a68563
 Ersan,Unsal,a77628
Victoria,Shaw,a70369
Demeter,Bitenc,a9989
 Miranda,Caharija,a14642
 Nina,Ivanic,a39220
 Jure,Ivanusic,a39245
 Geert,Hunaerts,a38172
Matt,McCoy,a52787
 Haley,Joel,a40331
 Christien,Tinsley,a76146
 Karin Anna,Cheung,a17475
 Christian,Vadim,a77761
Katsuo,Nakamura,a57201
 Masako,Yagi,a82116
Ichirô,Araki,a3730
 Kazuko,Tajima,a74731
Samantha,Scully,a69582
 Richard C.,Adams,a619
Pearl,White,a80603
 Crane,Wilbur,a80774
 Paul,Panzer,a60456
 Edward,José,a40940
So-Ri,Moon,a55521
 Vlastimil,Brodský,a12862
 Václav,Neckár,a57553
 Jitka,Zelenohorská,a83055
Tom,Beck,a7898
 Annika,Blendl,a10450
 Yvonne,Catterfeld,a16298
Jose,Algorta,a1888
 Roberto,Canessa,a15142
 Alfredo,Delgado,a22479
 Daniel,Fernandez,a27417
 Antonio,Pitanga,a62525
 Tarcísio,Meira,a53609
Lu,Huang,a37939
 Youan,Yang,a82257
 Yuling,Zhang,a83141
 Yunle,He,a35690
 Cristian,Iacob,a38605
 Ioana,Moldovan,a55223
Gina,Pareño,a60607
 Jaclyn,Jose,a40892
 Coco,Martin,a51671
Bill,Alexander,a1803
 Basil,Bold,a10924
 Shelly,Brime,a12691
Steven,Spielberg,a72677
 Leon,Leyson,a48037
 Leopold,Rosner,a66879
 Ludmila,Page,a60112
Keiko,Sakurai,a67992
 Tetsuo,Ashida,a4526
 Yoshiyuki,Fukuda,a29474
Yoshiko,Okada,a59314
 Shin'yô,Nara,a57306
 Yukiko,Tsukuba,a77103
 Toshiko,Kojima,a44469
Kaley,Cuoco,a20834
 Pat,Kelly,a42717
 Chiara,Schoras,a69213
 Fritzi,Haberlandt,a33895
 Grete,Berger,a8881
 John,Gottowt,a32228
Muse,Watson,a79887
 Wallace,Merck,a53878
 Stephanie,Astalos-Jones,a4664
Jorge,Machado,a50169
 Roberta,Palombini,a60330
 Natan Machado,Palombini,a60329
 Nestór,Marín,a51903
Anjorka,Strechel,a73758
 Lucie,Hollmann,a37229
 Manuel,Cortez,a19854
 Florian,Panzner,a60460
Allison,McAtee,a52564
 Sarah,Stouffer,a73680
 Katherine Ann,McGregor,a53055
 Ray,Zupp,a83403
Allan,Hawco,a35472
 Sarah,Greene,a32787
 Louise,Nicol,a58029
 Martha,Burns,a14027
 Norman,Rossington,a66962
 Sharon,Gurney,a33560
Peter,Marshall,a51615
 Caroline,Marohasy,a51467
 Brad,McMurray,a53342
 Jack,Henry,a36158
Shawn,Cloninger,a18588
 William,Goldsmith,a31793
 Jessy,Greene,a32774
 Dave,Grohl,a33134
Molly,Malcolm,a50687
 Marcos López,Merayo,a53843
 Lynn,Owens,a59969
 Richard,Jones,a40735
 Carole,Franck,a28854
 Rolf,Lassgård,a46595
N/A,Mara,a51150
 Peter,Gerety,a30801
 Nicholas,McGough,a53013
 Gareth,Reeves,a64909
 Mark,Mitchinson,a54956
Honglei,Sun,a74185
 Shenyang,Xiao,a82064
 Ni,Yan,a82225
 Dahong,Ni,a57949
Jean-Marc,Stehlé,a73141
 Agatha,Couture,a20085
 Mathias,Domahidy,a23722
 Quentin,Grosset,a33177
Pyotr,Kislov,a43947
 Artur,Smolyaninov,a72043
 Violetta,Davydovskaya,a22059
Cris,Lankenau,a46411
 Trieste Kelly,Dunn,a24744
 Robyn,Rikoon,a65720
Mahnaz,Afshar,a906
 Kamand Amir,Soleymani,a72221
 Gloria,Dickson,a23210
 Fredi,Washington,a79750
David N.,Haynes,a35629
 Trevor,Laird,a46017
 Victor Romero,Evans,a26510
Clara,Pontoppidan,a62918
 Svend,Methling,a54045
 Peter,Jerndorff,a40114
 Hakon,Ahnfelt-Rønne,a1129
 Nan,Leslie,a47761
Luciano,Pavarotti,a61167
 Paola,Borboni,a11300
Don,McManus,a53317
 Ryanne,Duzich,a24947
 Teddy,Dunn,a24743
 Elizabeth,Sellars,a69778
Gaston,Acurio,a519
 Danielle,Ouimet,a59892
 Andrea,Rau,a64562
Sermet,Yesil,a82412
 Türkü,Turan,a77232
 Serkan,Keskin,a43033
 Hakan,Altuntas,a2437
Patrick,Baran,a6512
 John,Beers,a8035
 Chris,Farina,a26957
 Tyler,Magill,a50409
Francisco,Barreiro,a6936
 Carmen,Beato,a7758
Dominique,Sanda,a68274
 Guy,Frangin,a28881
 Jeanne,Lobre,a48792
 Claude,Ollier,a59464
Louis,Malle,a50773
Julia,Hummer,a38158
Andreas,Lust,a49673
 Markus,Schleinzer,a69066
 Roman,Kettner,a43066
 Hannelore,Klauber-Laursen,a44042
Ryo,Kase,a42090
 Kôji,Yamamoto,a82190
 Tatiana,Vilhelmová,a78585
 Jirí,Langmajer,a46395
Jesus Moises,Rodriguez,a66372
 Rubén,Sosa,a72411
 Nina,Zavarin,a83001
 Kenny,Johnston,a40583
 Susan,Olsen,a59490
 Troels II,Munk,a56501
Ariane,Labed,a45826
 Vangelis,Mourikis,a56240
 Evangelia,Randou,a64406
 Yorgos,Lanthimos,a46431
Olga,Antonova,a3495
 Sergei,Popov,a62961
 Galina,Zakhurdaeva,a82888
 Natalya,Buzko,a14330
 Il-hwa,Choi,a17758
 Ju-bong,Gi,a30949
Yeong-ho,Kim,a43636
 Su-jeong,Hwang,a38416
 Eun-hye,Park,a60635
 Boris,Baum,a7541
Jorge,Trêpa,a77000
 Ricardo,Trêpa,a76999
Isa,Miranda,a54789
 Memo,Benassi,a8450
 Tatyana,Pavlova,a61177
 Friedrich,Benfer,a8539
Isabelle,Blais,a10234
 Patrick,Labbé,a45824
 Julian,Lo,a48761
Kristen,Miller,a54559
 Elena,Uhlig,a77514
 Paul,Grasshoff,a32562
 John,Hopkins,a37467
Mustafa,Kamel,a41649
 Hussein,Sami,a68181
 Mélissa,Désormeaux-Poulin,a25073
 Scott,Bakula,a6013
Ashley,Williams,a81029
 Laura,Mennell,a53802
 Richard 'Skeets',Gallagher,a29907
 Igor,Youskevitch,a82666
 Claire,Sombert,a72271
 Tamara,Toumanova,a76615
 Liisa,Kuoppamäki,a45447
 Seela,Sella,a69777
 Risto,Salmi,a68104
Esko,Salminen,a68111
 Santeri,Kinnunen,a43803
 Petra,Frey,a29156
 Rinna,Paatso,a60021
Michael,Murphy,a56641
 Fiona,Lewis,a47953
 Vicente,Romero,a66641
 Luciano,Cáceres,a21043
Claire,Forlani,a28512
 Jonathan,Scarfe,a68898
Heather,Locklear,a48825
 Carrie,Underwood,a77600
Ginnifer,Goodwin,a32029
Tim,Doiron,a23671
 April,Mullen,a56420
 Ryan,Tilley,a76090
 Peter,Pasyk,a60958
Jon,Ray,a64644
 Trevor,Williams,a81016
 Maggie,Blazunas,a10421
 Alasha,Wright,a81842
György,Cserhalmi,a20650
 Erzsébet,Kútvölgyi,a45749
 Ferenc,Bencze,a8469
 Imre,Csuja,a20658
Kristen,Wiig,a80762
 Tom,Yi,a82430
 Alexia,Fast,a27090
 Lara Jean,Chorostecki,a17854
Richard,Abramowitz,a353
 Kenny,Ho,a36935
Apinya,Sakuljaroensuk,a67978
 Jens,Harzer,a35278
 Stefan,Konarske,a44567
Carly,Schroeder,a69255
 Freddy,Buache,a13555
 Leos,Carax,a15328
 Louis,Wolheim,a81553
 G. Pat,Collins,a19040
Furankî,Sakai,a67947
 Yumi,Itô,a39197
Hiroshi,Koizumi,a44466
 Setsuko,Wakayama,a79199
 Jesse,Metcalfe,a54037
 Bill,Lippincott,a48517
 Mimi,Kennedy,a42860
Thomas,Doret,a23954
Won,Bin,a9772
 Sae-ron,Kim,a43541
 Tae-hoon,Kim,a43564
 Hee-won,Kim,a43464
 Hardie,Albright,a1604
 Jessica,Chastain,a17111
 Hunter,McCracken,a52790
 Joe,Schmidt,a69097
 Marcia,Henderson,a36036
 Lee,Aaker,a26
John,Ratzenberger,a64560
 George,McRae,a53413
Trevor,Parsons,a60847
 Jillian,Swanson,a74406
 Michael,Barbour,a6597
 Danielle,Petty,a61994
 Christel,Pedrinelli,a61373
 Ilka,Chase,a17095
Ron,Burrage,a14053
 Mark,Perry,a61719
 Delfine,Bafort,a5635
Beth,Broderick,a12845
 Ashley,Rickards,a65606
 Aramazd,Stepanian,a73219
N/A,Promotion,a63511
Oscar,Redding,a64763
 Arthur,Angel,a3202
 Paul,Ashcroft,a4504
 Thomas M.,Wright,a81881
 Rory,Keenan,a42540
 Kelly,Campbell,a15003
Shazada,Hussein,a38329
 Yasser,Talib,a74866
 Bashir Al,Majid,a50578
 Salih Abdul Rahman,Farhad,a26947
Osama bin,Laden,a45906
 Johnelle,Bryant,a13481
 Laura,Bush,a14171
Stephen,Weigand,a80117
 Bob,Bancroft,a6310
 Brendan,Kelly,a42671
 Jelly,Howie,a37837
Deepak,Dobriyal,a23568
 Manav,Kaul,a42261
 Badrul,Islam,a39133
 Bharti,Bhatt,a9497
Peter,Rodger,a66313
 Yukiko,Kobayashi,a44325
 Yoshio,Tsuchiya,a77069
Paul,Bosche,a11473
 Alfredo del,Rio,a65780
 John,DiGiacomo,a23069
 Dana,Gaiser,a29819
Marion Barry,Jr.,a41181
 Chuck,Brown,a13119
 Lewis,Franklin,a28919
 Denyce,Graves,a32578
 Mary,Clare,a18266
 Ben,Field,a27633
Matt,Bennett,a8666
