first_name,last_name,actor_id
 Cuba Gooding,Jr.,a41033
Rupert,Graves,a32587
 Helen,Mirren,a54825
 Amanda,Donohoe,a23873
 Charlotte,Curley,a20846
 Helena Bonham,Carter,a15855
Chevy,Chase,a17104
 Farrah,Fawcett,a27139
 Jonathan Taylor,Thomas,a75711
 George,Wendt,a80298
 Madeline,Kahn,a41515
 Robert,Klein,a44079
 Anthony,LaPaglia,a45791
Melanie,Griffith,a33025
 Michael Patrick,Carter,a15872
 Malcolm,McDowell,a52910
Richard,Attenborough,a4834
 Elizabeth,Perkins,a61644
 Dylan,McDermott,a52843
 Gil,Bellows,a8359
 Mia,Farrow,a27066
Edward James,Olmos,a59471
 Rafael,Cortes,a19840
 Ivette,Reina,a65051
 Amelia,Zapata,a82950
 Embeth,Davidtz,a21846
Paul,Newman,a57863
 Jessica,Tandy,a74988
Jodie,Foster,a28650
 Natasha,Richardson,a65545
 Richard,Libertini,a48132
Shar-Ron,Corley,a19739
 Gabriel,Casseus,a16102
 Saul,Stein,a73155
 Gwen,McGee,a52972
Tôru,Nakamura,a57204
 Chad,McQueen,a53405
 Mira,Sorvino,a72405
 Conan,Lee,a47134
Craig,Fairbrass,a26750
 Elizabeth,Hurley,a38279
 Keith,Allen,a2064
 Anita,Dobson,a23583
Sue,Price,a63413
 Chad,Stahelski,a72869
 Tina,Cote,a19955
 Earl,White,a80551
Laura San,Giacomo,a30962
 Paul,Rhys,a65394
 Michael,O'Keefe,a58968
 Cristi,Conaway,a19223
Woody,Harrelson,a34954
 Rodney,Dangerfield,a21483
Marisa,Tomei,a76386
 Bonnie,Hunt,a38193
Rena,Owen,a59966
 Temuera,Morrison,a56024
 Mamaengaroa,Kerr-Bell,a43000
 Julian,Arahanga,a3708
Alyssa,Milano,a54368
 Belinda,Bauer,a7520
Dustin,Hoffman,a37071
 Morgan,Freeman,a29082
 Kevin,Spacey,a72520
Jean,Reno,a65182
 Natalie,Portman,a63029
 Sadie,Frost,a29307
 Erika,Eleniak,a25687
 Amanda,Plummer,a62666
 Laura,Lovelace,a49261
 John,Travolta,a76767
Kadeem,Hardison,a34796
 Bokeem,Woodbine,a81690
 Joe Don,Baker,a5902
 Lai,Wang,a79515
 Bozhao,Wang,a79491
 Deb,Snyder,a72103
Linus,Roache,a65954
 Robert,Carlyle,a15534
 Cathy,Tyson,a77401
John,Turturro,a77322
 Rob,Morrow,a56050
 Ralph,Fiennes,a27674
 Paul,Scofield,a69434
Yûki,Kudô,a45312
 Tamlyn,Tomita,a76396
 Akira,Takayama,a74796
Isabelle,Adjani,a760
 Daniel,Auteuil,a5026
 Jean-Hugues,Anglade,a3264
 Vincent,Perez,a61629
Sharon,Stone,a73626
 Russell,Crowe,a20550
 Leonardo,DiCaprio,a23058
Peter,Falk,a26834
 D.B.,Sweeney,a74432
 Ellen,Burstyn,a14089
Marcello,Mastroianni,a52057
 Jean-Pierre,Cassel,a16088
 Kim,Basinger,a7281
Irène,Jacob,a39437
 Jean-Louis,Trintignant,a76881
 Frédérique,Feder,a27186
 Jean-Pierre,Lorit,a49154
Juliette,Binoche,a9812
 Benoît,Régent,a67659
 Florence,Pernel,a61675
 Charlotte,Véry,a79064
Zbigniew,Zamachowski,a82904
 Janusz,Gajos,a29829
 Jerzy,Stuhr,a73924
Jing,Ning,a58203
 Gang,Wu,a81917
 Xiaorui,Zhao,a83164
 Yang,Gao,a30091
 Matt,McCoy,a52777
 Sherry,Miller,a54527
Darlanne,Fluegel,a28245
 Martin,Neufeld,a57754
 James,Brolin,a12894
Al,Franken,a28906
 Laura San,Giacomo,a30961
 Vincent,D'Onofrio,a21144
 Shirley,Knight,a44210
Jack,Palance,a60205
 Howard,McGillin,a52991
 Michelle,Nicastro,a57963
 Liz,Callaway,a14797
Jeni,Courtney,a20058
 Pat,Slowey,a71750
 Dave,Duffy,a24553
 Declan,Hannigan,a34630
 Rod,Steiger,a73147
Kurt,Russell,a67447
 James,Spader,a72529
 Jaye,Davidson,a21825
Tim,Allen,a2159
 Judge,Reinhold,a65064
 Wendy,Crewson,a20377
 Bob,Gunton,a33524
 William,Sadler,a67808
Kerry,Fox,a28738
 Christopher,Eccleston,a25236
 Ewan,McGregor,a53053
 Ken,Stott,a73678
Dennis,Haysbert,a35640
 Mel,Harris,a35024
 Sab,Shimono,a70745
 Dina,Merrill,a53962
Jorge,Perugorría,a61775
 Vladimir,Cruz,a20623
 Mirta,Ibarra,a38624
 Francisco,Gattorno,a30464
Kevin,Spacey,a72521
 Frank,Whaley,a80471
 Michelle,Forbes,a28421
Jack,Thompson,a75835
 John,Polson,a62867
 Deborah,Kennedy,a42833
Matt,Frewer,a29151
 Valerie,Mahaffey,a50463
 Lawrence,Dane,a21470
 Tommy,Chong,a17826
You,Ge,a30566
 Li,Gong,a31892
 Ben,Niu,a58264
 Wu,Jiang,a40200
Lori,Petty,a61997
 Naomi,Watts,a79900
 Don,Harvey,a35249
John,Kassir,a42128
 Billy,Zane,a82926
 Jada Pinkett,Smith,a71883
Patrick,Stewart,a73446
 Jonathan,Frakes,a28785
 Brent,Spiner,a72694
 LeVar,Burton,a14107
Clarence Williams,III,a38591
 Joe,Torry,a76579
 De'aundre,Bonds,a11082
 Samuel Monroe,Jr.,a41140
Willem,Dafoe,a21209
 Miranda,Richardson,a65544
 Rosemary,Harris,a35040
 Tim,Dutton,a24920
Christopher,Reeve,a64907
 Kirstie,Alley,a2177
 Linda,Kozlowski,a44934
 Michael,Paré,a60870
 Bo,Derek,a22755
Phoebe,Brand,a12179
 Lynn,Cohen,a18815
 George,Gaynes,a30540
 Jerry,Mayer,a52433
Peter,Gallagher,a29917
 Alison,Elliott,a25772
 William,Fichtner,a27620
 Adam,Trese,a76822
Allen,Payne,a61229
 Eddie,Griffin,a32980
 Joe,Morton,a56080
 Vonte,Sweet,a74454
 Mary,Steenburgen,a73112
 Stephen,Spinella,a72689
 Peter,Gallagher,a29906
 Peter,Boyle,a11926
Elijah,Wood,a81677
 Kevin,Costner,a19949
 Lexi,Randall,a64372
Sandra,Oh,a59236
 Stephen,Chang,a16897
 Alannah,Ong,a59562
 Donald,Fong,a28372
Sophie,Lee,a47365
 Roz,Hammond,a34449
 Toni,Collette,a19000
 Belinda,Jarrett,a39833
Schuyler,Fisk,a27964
 Bre,Blair,a10197
 Rachael Leigh,Cook,a19473
 Larisa,Oleynik,a59392
 Courteney,Cox,a20132
 Sean,Young,a82616
 Tone,Loc,a48793
Hugo,Weaving,a79978
 Guy,Pearce,a61280
 Terence,Stamp,a72903
 Rebel,Penfold-Russell,a61512
Sheryl,Lee,a47363
 Stephen,Dorff,a23957
 Ian,Hart,a35152
 Gary,Bakewell,a5977
Peter,Coyote,a20190
 Emmanuelle,Seigner,a69715
John,Cusack,a20945
 Jennifer,Tilly,a76098
 Willem,Dafoe,a21208
 Anne,Archer,a3806
Noreen,Hennessey,a36106
 Lucy,Webb,a79992
 Erica,Yohn,a82476
 Tina,Majorino,a50583
Alfre,Woodard,a81688
 David Patrick,Kelly,a42684
 Zelda,Harris,a35050
Brandon,Lee,a47314
 Rochelle,Davis,a21973
 Michael,Wincott,a81266
Tommy Lee,Jones,a40816
 Robert,Wuhl,a81954
 Lolita,Davidovich,a21813
 Ned,Bellamy,a8287
John,Goodman,a31996
 Rick,Moranis,a55702
 Rebecca,Williams,a81000
 Sally,Field,a27642
 Michael Conner,Humphreys,a38167
 James,Fleet,a28091
 John,Hannah,a34621
Omar,Epps,a26163
 Kristy,Swanson,a74408
 Michael,Rapaport,a64463
 Jennifer,Connelly,a19299
Luna Lauren,Velez,a78231
 Tomas,Melly,a53697
 Desiree,Casado,a15963
 Julia,Roberts,a66036
 Saul,Rubinek,a67195
 James,Rebhorn,a64736
 Rosie,Perez,a61626
 Wendell,Pierce,a62297
Jason Scott,Lee,a47333
 Cary,Elwes,a25915
 Lena,Headey,a35699
Leni,Riefenstahl,a65656
 Marlene,Dietrich,a23269
 Arnold,Fanck,a26879
 Walter,Frentz,a29136
Rowan,Atkinson,a4798
 Matthew,Broderick,a12843
 Niketa,Calame-Harris,a14702
 Ruocheng,Ying,a82454
 Chris,Isaak,a39037
 Alex,Wiesendanger,a80731
Jeff,Davis,a22008
 Heather,Langenkamp,a46379
 Miko,Hughes,a38084
 Matt,Winston,a81353
 Peter,Riegert,a65663
 Peter,Greene,a32784
Mel,Gibson,a31054
 Jodie,Foster,a28626
 James,Garner,a30295
 Campbell,Scott,a69474
 Priscilla,Presley,a63338
 George,Kennedy,a42838
 O.J.,Simpson,a71354
Michael,Keaton,a42483
 Marisa,Tomei,a76385
 Ethan,Hawke,a35478
 Janeane,Garofalo,a30313
 Steve,Zahn,a82872
 Craig,Reay,a64725
 Vance,Johnson,a40525
 Robert,Apel,a3598
Macaulay,Culkin,a20717
 John,Larroquette,a46516
 Edward,Herrmann,a36346
 Nick,Stahl,a72871
 Sam,Shepard,a70530
 Marcia Gay,Harden,a34767
 Stephanie,Sawyer,a68804
 Dennis,Hopper,a37490
 Geena,Davis,a21932
 Christopher,Reeve,a64905
 Bonnie,Bedelia,a7972
 Mia,Sara,a68525
 Ron,Silver,a71197
 Bruce,McGill,a52986
 Jamie Lee,Curtis,a20909
 David,Andrews,a3080
Ellen,Barkin,a6741
 Michael,Beach,a7682
 Brenda,Fricker,a29170
 Tara,Fitzgerald,a27994
Stephen,Dorff,a23958
 Reese,Witherspoon,a81450
 Jake,Busey,a14159
 Joey Lauren,Adams,a598
Keenen Ivory,Wayans,a79925
 Salli,Richardson-Whitfield,a65560
James,Andrews,a3126
 Mary Beth,Aylesworth,a5205
 Mike,Barbour,a6598
 Steve,Bilich,a9706
Gérard,Depardieu,a22731
 Fanny,Ardant,a3838
 Fabrice,Luchini,a49437
 André,Dussollier,a24895
Tura,Satana,a68643
N/A,Haji,a34108
 Lori,Williams,a80976
 Ray,Barlow,a6768
 Anthony 'Treach',Criss,a20402
Nick,Upton,a77642
 Deborah,Collard,a18991
 Frank,Passingham,a60929
 John,Schofield,a69198
 Raul,Julia,a41243
 Ming-Na,Wen,a80280
 Damian,Chapa,a16956
Jason,Priestley,a63426
 Robert,Loggia,a48887
Adam,Ant,a3397
 Heather,Graham,a32401
 Jessica,Hamilton,a34376
 Jack,Kehler,a42558
Steve,Alden,a1660
 David,Arquette,a4262
 Stephen,Baldwin,a6093
 Jonah,Blechman,a10424
Eddie,Bowz,a11844
 Heather,Medway,a53530
 Ann,Turkel,a77253
 Vince,Edwards,a25388
Frank,Thomas,a75746
 Ollie,Johnston,a40591
 Sylvia,Roemer,a66427
 John,Canemaker,a15140
Erika,Eleniak,a25688
 Michael,Lerner,a47737
 Bud,Cort,a19833
Blythe,Danner,a21553
 Sheryl,Lee,a47273
 Danny,Nucci,a58626
James,Andronica,a3157
 Cuauhtemoc,Rivas,a65888
 Edward James,Olmos,a59470
N/A,Bobalu,a10697
Lloyd,Adams,a649
 Eric,Bryson,a13523
 Marcy,King,a43723
Damián,Alcázar,a1643
 José Carlos,Ruiz,a67300
 Pedro Armendáriz,Jr.,a41119
 Dolores,Heredia,a36247
Peter,Bailey,a5778
 Roscoe Lee,Browne,a13324
 John Henrik,Clarke,a18368
 Louis,Farrakhan,a27028
 Mario Van,Peebles,a61379
 Deborah Kara,Unger,a77613
N/A,Mako,a50639
Nicholas,Turturro,a77323
 Libby,Langdon,a46347
 Michael,Raynor,a64678
Sam,Neill,a57627
 Julie,Carmen,a15547
 David,Warner,a79668
James,Rebhorn,a64737
 Cameron,Finley,a27811
 Carrie,Snodgress,a72086
 Dustin,Mayfield,a52442
Duane,Martin,a51729
 Tupac,Shakur,a70161
 David,Bailey,a5738
Anjelica,Huston,a38346
Martin,Lawrence,a46868
Daniel,Day-Lewis,a22137
 Winona,Ryder,a67608
 Linda Faye,Farkas,a26972
Brendan,Fraser,a28989
 Steve,Buscemi,a14145
 Adam,Sandler,a68322
 Chris,Farley,a26977
 Charles Gitonga,Maina,a50547
 Yolanda,Vazquez,a78150
 Winston,Ntshona,a58622
 Emilio,Estevez,a26399
 Dennis,Farina,a26958
Madeleine,Stowe,a73687
 Andie,MacDowell,a50043
Taylor,Nichols,a58007
 Chris,Eigeman,a25533
 Tushka,Bergen,a8875
 Kelly,Hunter,a38235
 Maudie,Johnson,a40494
 Max,Johnson,a40495
Jim,Varney,a78056
 Diedrich,Bader,a5532
 Cloris,Leachman,a46984
 Jon,Tenney,a75425
 Joey,Travolta,a76766
 Eugene,Collier,a19012
Docs Keepin,Time,a76110
 Alan,Cumming,a20759
 James,Remar,a65107
 Peter,Friedman,a29206
 Suzy,Amis,a2666
 Lloyd,Bridges,a12613
 Mary,McDonnell,a52890
 Ed,O'Neill,a59034
Terry,Kinney,a43798
 Meg,Tilly,a76099
 Gabrielle,Anwar,a3531
 Reilly,Murphy,a56625
Julian,Sands,a68350
 Sherilyn,Fenn,a27330
 Kurtwood,Smith,a71908
 Lillo,Brancato,a12157
Chris,Elliott,a25801
 Ritch,Brinkley,a12712
 James,Gammon,a30025
 Gabriel,Olds,a59382
 Jerry,O'Connell,a58843
 Penelope Ann,Miller,a54518
 Daniel,Stern,a73284
 Jon,Lovitz,a49283
 Jack,Palance,a60204
Dana,Carvey,a15951
 James Earl,Jones,a40688
 John,Lithgow,a48567
 Michael,Rooker,a66691
 Janine,Turner,a77281
Robert,Knott,a44250
 Jonathan,Penner,a61538
 Whip,Hubley,a37974
 Jane,March,a51189
 Rubén,Blades,a10168
 Lesley Ann,Warren,a79709
 Robert,Davi,a21783
 Kiefer,Sutherland,a74273
 James,Russo,a67462
 Nancy,Ferrara,a27477
Kevin,Kline,a44133
 Sigourney,Weaver,a79966
 Kevin,Dunn,a24737
Jason,London,a48984
 Milla,Jovovich,a40984
 Shawn,Andrews,a3107
 Wesley,Snipes,a72083
 Nigel,Hawthorne,a35510
Robert 'Wingnut',Weaver,a79974
 Patrick,O'Connell,a58845
 Robert,August,a4941
 T.J.,Barron,a7030
Uma,Thurman,a75956
 Pat,Morita,a55932
 Angie,Dickinson,a23201
Armand,Assante,a4642
Leslie,Cheung,a17492
 Fengyi,Zhang,a83120
 Qi,Lü,a49930
Harley Jane,Kozak,a44923
Mark Christopher,Lawrence,a46867
 Larry B.,Scott,a69501
 Rusty,Cundieff,a20799
 Kasi,Lemmons,a47581
Joe,Pesci,a61786
 Brendan,Fraser,a28971
 Patrick,Dempsey,a22603
Julia,McNeal,a53374
 Ron,Kuhlman,a45322
 Jerry,Swindall,a74476
 Ryan,Bohls,a10862
 Joan,Plowright,a62662
 Adrian,Dunbar,a24666
Michael J.,Fox,a28742
 Anthony,Higgins,a36568
 Michael,Tucker,a77151
Tom,Cruise,a20585
 Jeanne,Tripplehorn,a76898
 Hal,Holbrook,a37138
 Lori,Petty,a61995
 Jayne,Atkinson,a4790
Sean,Nelson,a57692
 Giancarlo,Esposito,a26351
 N'Bushe,Wright,a81865
 Sela,Ward,a79611
 Wes,Studi,a73915
Alec,Baldwin,a6098
 Ted,Danson,a21571
V.S.,Brodie,a12857
 Guinevere,Turner,a77278
 T. Wendy,McMillan,a53331
 Migdalia,Melendez,a53658
Colin,Friels,a29233
 Sean,Connery,a19310
 Diana,Rigg,a65693
Rebecca De,Mornay,a55958
 Don,Johnson,a40450
 Stephen,Lang,a46335
 Jack,Warden,a79637
Chuck,Pfarrer,a62040
 Robert,Apisa,a3611
 Arnold,Vosloo,a78962
Haing S.,Ngor,a57924
 Bussaro,Sanruck,a68391
 Supak,Pititam,a62532
Charlie,Sheen,a70433
 Kim,Cattrall,a16299
 Laila,Robins,a66137
 Colm,Meaney,a53470
Christopher,Reid,a65020
 Christopher,Martin,a51670
 David,Edwards,a25351
 Angela,Means,a53472
 Paul,Newman,a57854
 Albert,Brooks,a12962
 Julie,Kavner,a42289
 Andy,Dick,a23176
Alison,Crosbie,a20479
 Daniel,Day-Lewis,a22136
 Philip,King,a43731
 Suzzanne,Douglas,a24106
 Glynn,Turman,a77260
RaéVen,Kelly,a42747
 Virginia,Capers,a15251
 Dororthy,Thorton,a75920
 Demetrice,Cheathon,a17218
 Victoria,Abril,a393
 Jason,Beghe,a8062
Emilio,Estevez,a26402
 Denis,Leary,a47014
 Laura,Dern,a22778
 Richard,Attenborough,a4832
 Kathy,Larson,a46540
 David,Milford,a54400
 David,Duchovny,a24507
Eric,Stoltz,a73575
 Martin,Raymond,a64664
 Eric Pascal,Chaltiel,a16697
Jesse,Bradford,a12031
 Lisa,Eichhorn,a25518
 Karen,Allen,a2063
Tom,Guiry,a33446
 Helen,Slater,a71677
 Brittany,Boyd,a11873
 F. Murray,Abraham,a317
 Art,Carney,a15596
 Charles,Dance,a21450
 Christina,Vidal,a78490
 Cyndi,Lauper,a46677
Paul,Hogan,a37118
 Beverly,D'Angelo,a21105
 Kamala,Lopez,a49080
Jeremy,Irons,a38998
 Barbara,Sukowa,a74075
 Ian,Richardson,a65534
 Will,Smith,a71968
 Bebe,Neuwirth,a57772
 Margaret,Whitton,a80671
 Fay,Masterson,a52037
Woody,Allen,a2165
 Jerry,Adler,a780
Tyrin,Turner,a77307
 Larenz,Tate,a75129
 June Kyoto,Lu,a49364
 Toshi,Toda,a76243
 Steven,Seagal,a69589
Tatsuya,Fuji,a29403
 Eiko,Matsuda,a52174
 Aoi,Nakajima,a57160
 Yasuko,Matsui,a52189
Karen,Sillas,a71141
 Tom,Noonan,a58401
 Kate,Beckinsale,a7938
 Imelda,Staunton,a73046
 Jimmy,Yuill,a82753
Richard,Gere,a30798
 Lena,Olin,a59397
 Tom,Irwin,a39023
 William,Hurt,a38302
 Pierce,Brosnan,a13043
 Harvey,Fierstein,a27681
David,Thewlis,a75634
 Lesley,Sharp,a70290
 Katrin,Cartlidge,a15908
 Greg,Cruttwell,a20599
Pat,Morita,a55935
 Hilary,Swank,a74397
 Constance,Towers,a76652
 Judy,Davis,a21948
 Patrick,Bauchau,a7510
 Rachel,Rosenthal,a66861
 Kevin,Dillon,a23334
 Jason,Alexander,a1772
 Julia,Louis-Dreyfus,a49212
 Marc,Shaiman,a70154
Tilda,Swinton,a74479
 Quentin,Crisp,a20398
 Jimmy,Somerville,a72284
 John,Bott,a11575
 Clint,Eastwood,a25183
 T.J.,Lowther,a49342
 Denzel,Washington,a79749
 Roberta,Maxwell,a52393
 Buzz,Kilman,a43413
 Anna,Paquin,a60557
Khandi,Alexander,a1820
 Maya,Angelou,a3240
 Ché J.,Avery,a5084
 Lloyd Avery,II,a38551
James,Caan,a14544
 Omar,Epps,a26159
 Craig,Sheffer,a70437
Donald,Sutherland,a74278
 Eric,Thal,a75559
 Julie,Warner,a79673
Brian,Benben,a8461
 Ned,Beatty,a7775
 George,Burns,a14015
 Robert J. Steinmiller,Jr.,a41133
John,Haycraft,a35558
Danny,DeVito,a22256
 Gregory,Hines,a36749
 Ed Begley,Jr.,a41046
Robert John,Burke,a13937
 Mario,Machado,a50166
 Remy,Ryan,a67563
 Jodi,Long,a49001
Cary,Elwes,a25916
 Roger,Rees,a64894
 Wallace,Wood,a81673
 David,Proval,a63537
Russell,Crowe,a20552
 Daniel,Pollock,a62854
 Jacqueline,McKenzie,a53185
 Alex,Scott,a69460
Ashley,Judd,a41225
 Todd,Field,a27644
 Bentley,Mitchum,a54957
 Allison,Dean,a22293
Sean,Astin,a4685
 Jon,Favreau,a27136
 Greta,Lind,a48331
Danny,Glover,a31574
 Nina,Siemaszko,a71057
Cyril,Collard,a18993
 Carlos,López,a49883
 Corine,Blue,a10613
Albert,Brooks,a13014
 Anne,Twomey,a77367
Max,Pomeranc,a62880
William,Hurt,a38306
 Nathan,Yapp,a82293
 Chris Cleary,Miles,a54381
Kate,Maberly,a49983
 Heydon,Prowse,a63545
 Andrew,Knott,a44247
 Maggie,Smith,a71919
Kathleen,Turner,a77301
 Ricki,Lake,a46035
Julian,Fellowes,a27299
 Roddy,Maude-Roxby,a52308
 Michael,Denison,a22651
 Andrew,Seear,a69662
 Zane,Cassidy,a16115
 Laura,Linney,a48467
 Catherine,O'Hara,a58938
Stockard,Channing,a16928
 Ross,Malinger,a50750
 Rita,Wilson,a81199
 Victor,Garber,a30112
 William,Baldwin,a6095
 Tom,Berenger,a8828
 Rutger,Hauer,a35412
 Carla,Gugino,a33385
 Lane,Smith,a71910
 Cindy,Pickett,a62248
Mike,Myers,a56821
Nastassja,Kinski,a43820
 Dennis,Goldson,a31796
 Michel,Robin,a66130
Bob,Hoskins,a37634
Ice-T,Ice-T,a38637
 Nastassja,Kinski,a43816
Colm,Feore,a27350
 Derek,Keurvorst,a43069
 Katya,Ladan,a45892
 Devon,Anderson,a2823
Lara Flynn,Boyle,a11934
 Josh,Charles,a17033
 Alexis,Arquette,a4261
Danny,Elfman,a25693
 Chris,Sarandon,a68537
 Chris,O'Donnell,a58897
 Oliver,Platt,a62613
 Sam,Elliott,a25792
Joanne,Whalley,a80477
James,Carville,a15953
 George,Stephanopoulos,a73230
 Heather,Beckel,a7901
 Paul,Begala,a8055
 Kanin,Howell,a37818
 Alexis,Kirschner,a43911
 Jessica,Kirschner,a43912
Leslie,Hope,a37453
 Peter,Outerbridge,a59901
 Victor,Ertmanis,a26272
 Dan,Lett,a47816
Martha,Plimpton,a62647
 Patrick,McGaw,a52970
Anthony,LaPaglia,a45793
 Mimi,Rogers,a66470
Heather,Matarazzo,a52084
 Victoria,Davis,a21989
 Christina,Brucato,a13354
Miou-Miou,Miou-Miou,a54765
N/A,Renaud,a65131
 Jean,Carmet,a15555
 Judith,Henry,a36160
Tom,Berenger,a8829
 Crispin,Glover,a31563
Federico,Luppi,a49653
 Ron,Perlman,a61668
 Claudio,Brook,a12940
 Margarita,Isabel,a39040
 Ralph,Macchio,a50139
 Jill,Clayburgh,a18458
Verónica,Forqué,a28525
 Àlex,Casanovas,a15987
Kim,Vithana,a78782
 Jimmi,Harkishin,a34878
 Sarita,Khajuria,a43107
 Akbar,Kurtha,a45515
Luke,Edwards,a25396
 Timothy,Busfield,a14162
 John,Ashton,a4567
 Ashley,Crow,a20533
Jesper,Salén,a68155
 Stellan,Skarsgård,a71562
 Basia,Frydman,a29329
 Niklas,Olund,a59522
Julie,Walters,a79451
 Jim,Broadbent,a12780
 Thora,Hird,a36834
 Sian,Thomas,a75739
Robin,Givens,a31426
 Marco,Hofschneider,a37095
 Rick,Johnson,a40507
 Charlotte,Ross,a66886
Paolo,Villaggio,a78606
 Isa,Danieli,a21498
 Gigio,Morra,a55971
 Sergio,Solli,a72234
Jeremy,Davies,a21887
 Elizabeth,Newett,a57830
 Benjamin,Hendrickson,a36063
 Alberta,Watson,a79851
Travis,Tedford,a75329
 Kevin Jamal,Woods,a81727
 Jordan,Warkol,a79655
 Zachary,Mabry,a49992
Ken,Higelin,a36566
 Jean,Yanne,a82278
 Florence,Darel,a21625
 François,Hauteserre,a35439
Tina,Majorino,a50584
 Chelsea,Field,a27635
 Shane,Meier,a53591
 Aidan,Pendleton,a61500
Claudio,Amendola,a2614
 Carlo,Cecchi,a16430
 Ricky,Memphis,a53724
Jim,Broadbent,a12781
 Phoebe,Cates,a16271
 Wendy,Hughes,a38092
Lily,Tomlin,a76404
 Tony,Curtis,a20921
 Susie,Bright,a12658
 Arthur,Laurents,a46711
Julie,Mauduech,a52310
 Mathieu,Kassovitz,a42130
 Vincent,Cassel,a16090
Nanni,Moretti,a55793
 Giovanna,Bozzolo,a11965
 Sebastiano,Nardone,a57318
 Antonio,Petrocelli,a61938
 Luisina,Brando,a12200
 Alejandra,Podesta,a62708
 Betiana,Blum,a10624
Shelley,Long,a49025
 Gary,Cole,a18902
 Christine,Taylor,a75202
 Christopher Daniel,Barnes,a6794
 John,Heard,a35729
 Stanley,Lawrence,a46858
Scott,Weinger,a80144
 Robin,Williams,a81004
 Linda,Larkin,a46495
 Jonathan,Freeman,a29076
 Linda,Hamilton,a34384
 Robert,Patrick,a61035
 Rodney A.,Grant,a32526
Billy,Blanks,a10378
 Roddy,Piper,a62466
 Richard,Norton,a58506
 Charles,Kahlenberg,a41507
 Jack,Nicholson,a58008
 Lawrence A.,Bonney,a11177
 Lawrence T.,Wrentz,a81837
Roy,Atwell,a4859
 Stuart,Buchanan,a13591
 Adriana,Caselotti,a16021
 Eddie,Collins,a19037
Robby,Benson,a8726
 Jesse,Corti,a19860
 Rex,Everhart,a26572
 Angela,Lansbury,a46421
Jack,Bailey,a5774
 Mel,Blanc,a10302
 Billy,Bletcher,a10456
 Don,Brodie,a12850
 Ralph,Bellamy,a8288
Agnès,Soral,a72379
 Sergey,Dreyden,a24337
 Viktor,Mikhaylov,a54326
 Nina,Usatova,a77692
William,Holden,a37166
 Ernest,Borgnine,a11369
 Robert,Ryan,a67565
 Edmond,O'Brien,a58782
Gil,Bellows,a8360
 Renée,Zellweger,a83064
 Rory,Cochrane,a18709
 Jeffrey,Combs,a19181
Shih,Chang,a16914
 Lan,Wang,a79516
 Yumei,Wang,a79548
 Mingjun,Kao,a41815
Quincy,Jones,a40801
 Dizzy,Gillespie,a31211
 Sonny,Rollins,a66578
 Buck,Clayton,a18465
Matthew,Modine,a55130
 Randy,Quaid,a63821
 Paul,Reiser,a65089
 George,Clooney,a18589
 Mae,Whitman,a80639
 Alex D.,Linz,a48484
Tony,Todd,a76265
 Kelly,Rowan,a67106
 William,O'Leary,a58983
Charles,Dance,a21452
 Clive,Owen,a59947
 Robert,Stephens,a73243
William H.,Macy,a50273
 Peter,Stormare,a73659
 Kristin,Rudrüd,a67245
 Ralph,Waite,a79186
 Al,Michaels,a54155
Don,Francks,a28860
 Caroline,Semple,a69826
 Richard,Romanus,a66619
 Susan,Roman,a66589
Bruce,Ramsay,a64328
 Valentina,Vargas,a78036
 Doug,Bradley,a12040
 Charlotte,Chatton,a17153
David,Schwimmer,a69381
Anna,Paquin,a60558
 Nic,Knight,a44206
 Nicola,Howard,a37769
 Sasha,Graff,a32386
Oliver,Milburn,a54372
 Dearbhla,Molloy,a55264
 Danny,Cunningham,a20815
 Catherine,McCormack,a52750
Nino,Manfredi,a50945
 Paolo,Turco,a77240
 Ugo,D'Alessio,a21084
 Tano,Cimarosa,a18172
Phil,Harris,a35073
 Eva,Gabor,a29702
 Sterling,Holloway,a37238
 Scatman,Crothers,a20526
Marisa,Paredes,a60602
 Juan,Echanove,a25243
 Carme,Elias,a25711
 Rossy de,Palma,a60262
 Daryl,Hannah,a34620
Matt,LeBlanc,a46956
 Gene,Ross,a66894
 Paul,Hewitt,a36443
 Sage,Allen,a2095
Vittorio,Mezzogiorno,a54123
 Stefan,Glowacz,a31581
 Mathilda,May,a52403
 Al,Waxman,a79913
 Marthe,Villalonga,a78615
 Jean-Pierre,Bouvier,a11739
Lisa,Eichhorn,a25520
 Caroline,Aaron,a41
 Mary Jo,Salerno,a68047
James,Russo,a67472
 Cynda,Williams,a80929
 Paul,Calderon,a14718
Selim,Boughedir,a11651
 Mustapha,Adouani,a834
 Rabia Ben,Abdallah,a150
 Mohammed,Driss,a24359
 Lynn,Whitfield,a80625
 Regina,King,a43733
 Bobby,Brown,a13106
Cameron,Diaz,a23160
 Ron,Eldard,a25666
 John,Mahoney,a50501
 Alfre,Woodard,a81685
Maurice Dean,Wint,a81359
 Clark,Johnson,a40441
 Richard,Chevolleau,a17508
Dennis,Hopper,a37497
 Amy,Locane,a48795
 Amy,Irving,a39013
 Julie,Harris,a35012
Bebe,Neuwirth,a57775
 Charlie,Sheen,a70429
 Hamilton,Camp,a14956
Ian,Hart,a35175
 Rosana,Pastor,a60940
 Icíar,Bollaín,a10959
 Tom,Gilroy,a31269
Tim,Daly,a21381
 Caroleen,Feeney,a27207
 Dan,Gunther,a33522
 Dana,Wheeler-Nicholson,a80498
 Armin,Mueller-Stahl,a56328
 Juliet,Landau,a46217
